levels,algs,ratios,variable,time
100000,zfp,nan,ABSORB,94
100000,zfp,nan,ABSORB,95
26,zfp,nan,ABSORB,96
26,zfp,nan,ABSORB,97
100000,zfp,nan,ABSORB,98
18,zfp,nan,ABSORB,99
100000,zfp,nan,ABSORB,100
100000,zfp,nan,ABSORB,101
100000,zfp,nan,ABSORB,102
100000,zfp,nan,ABSORB,103
100000,zfp,nan,ABSORB,104
100000,zfp,nan,ABSORB,105
18,zfp,nan,ABSORB,106
100000,zfp,nan,ABSORB,107
100000,zfp,nan,ABSORB,108
26,zfp,nan,ABSORB,109
26,zfp,nan,ABSORB,110
100000,zfp,nan,ABSORB,111
18,zfp,nan,ABSORB,112
20,zfp,nan,ABSORB,113
18,zfp,nan,ABSORB,114
100000,zfp,nan,ABSORB,115
100000,zfp,nan,ABSORB,116
100000,zfp,nan,ABSORB,117
100000,zfp,nan,ABSORB,118
100000,zfp,nan,ABSORB,119
18,zfp,nan,ABSORB,120
100000,zfp,nan,ABSORB,121
100000,zfp,nan,ABSORB,122
26,zfp,nan,ABSORB,123
100000,zfp,nan,ABSORB,124
26,zfp,nan,ABSORB,125
100000,zfp,nan,ABSORB,126
18,zfp,nan,ABSORB,127
100000,zfp,nan,ABSORB,128
100000,zfp,nan,ABSORB,129
100000,zfp,nan,ABSORB,130
100000,zfp,nan,ABSORB,131
100000,zfp,nan,ABSORB,132
18,zfp,nan,ABSORB,133
100000,zfp,nan,ABSORB,134
100000,zfp,nan,ABSORB,135
100000,zfp,nan,ABSORB,136
26,zfp,nan,ABSORB,137
26,zfp,nan,ABSORB,138
100000,zfp,nan,ABSORB,139
18,zfp,nan,ABSORB,140
100000,zfp,nan,ABSORB,141
100000,zfp,nan,ABSORB,142
100000,zfp,nan,ABSORB,143
100000,zfp,nan,ABSORB,144
100000,zfp,nan,ABSORB,145
100000,zfp,nan,ABSORB,146
18,zfp,nan,ABSORB,147
100000,zfp,nan,ABSORB,148
100000,zfp,nan,ABSORB,149
26,zfp,nan,ABSORB,150
26,zfp,nan,ABSORB,151
100000,zfp,nan,ABSORB,152
18,zfp,nan,ABSORB,153
100000,zfp,nan,ABSORB,154
100000,zfp,nan,ABSORB,155
100000,zfp,nan,ABSORB,156
100000,zfp,nan,ABSORB,157
100000,zfp,nan,ABSORB,158
100000,zfp,nan,ABSORB,159
18,zfp,nan,ABSORB,160
100000,zfp,nan,ABSORB,161
100000,zfp,nan,ABSORB,162
26,zfp,nan,ABSORB,163
26,zfp,nan,ABSORB,164
100000,zfp,nan,ABSORB,165
18,zfp,nan,ABSORB,166
100000,zfp,nan,ABSORB,167
100000,zfp,nan,ABSORB,168
100000,zfp,nan,ABSORB,169
100000,zfp,nan,ABSORB,170
100000,zfp,nan,ABSORB,171
100000,zfp,nan,ABSORB,172
18,zfp,nan,ABSORB,173
100000,zfp,nan,ABSORB,174
100000,zfp,nan,ABSORB,175
26,zfp,nan,ABSORB,176
26,zfp,nan,ABSORB,177
100000,zfp,nan,ABSORB,178
18,zfp,nan,ABSORB,179
18,zfp,nan,ABSORB,180
100000,zfp,nan,ABSORB,181
100000,zfp,nan,ABSORB,182
100000,zfp,nan,ABSORB,183
100000,zfp,nan,ABSORB,184
100000,zfp,nan,ABSORB,185
18,zfp,nan,ABSORB,186
100000,zfp,nan,ABSORB,187
100000,zfp,nan,ABSORB,188
26,zfp,nan,ABSORB,189
100000,zfp,nan,ABSORB,190
26,zfp,nan,ABSORB,191
100000,zfp,nan,ABSORB,192
18,zfp,nan,ABSORB,193
100000,zfp,nan,ABSORB,194
100000,zfp,nan,ABSORB,195
100000,zfp,nan,ABSORB,196
100000,zfp,nan,ABSORB,197
100000,zfp,nan,ABSORB,198
18,zfp,nan,ABSORB,199
100000,zfp,nan,ABSORB,200
100000,zfp,nan,ABSORB,201
100000,zfp,nan,ABSORB,202
26,zfp,nan,ABSORB,203
26,zfp,nan,ABSORB,204
100000,zfp,nan,ABSORB,205
20,zfp,nan,ABSORB,206
100000,zfp,nan,ABSORB,207
100000,zfp,nan,ABSORB,208
100000,zfp,nan,ABSORB,209
100000,zfp,nan,ABSORB,210
100000,zfp,nan,ABSORB,211
26,zfp,nan,ABSORB,212
18,zfp,nan,ABSORB,213
100000,zfp,nan,ABSORB,214
100000,zfp,nan,ABSORB,215
26,zfp,nan,ABSORB,216
26,zfp,nan,ABSORB,217
100000,zfp,nan,ABSORB,218
20,zfp,nan,ABSORB,219
100000,zfp,nan,ABSORB,220
100000,zfp,nan,ABSORB,221
100000,zfp,nan,ABSORB,222
100000,zfp,nan,ABSORB,223
26,zfp,nan,ABSORB,224
100000,zfp,nan,ABSORB,225
100000,zfp,nan,ABSORB,226
20,zfp,nan,ABSORB,227
100000,zfp,nan,ABSORB,228
100000,zfp,nan,ABSORB,229
26,zfp,nan,ABSORB,230
26,zfp,nan,ABSORB,231
100000,zfp,nan,ABSORB,232
18,zfp,nan,ABSORB,233
100000,zfp,nan,ABSORB,234
100000,zfp,nan,ABSORB,235
100000,zfp,nan,ABSORB,236
100000,zfp,nan,ABSORB,237
100000,zfp,nan,ABSORB,238
100000,zfp,nan,ABSORB,239
18,zfp,nan,ABSORB,240
100000,zfp,nan,ABSORB,241
100000,zfp,nan,ABSORB,242
26,zfp,nan,ABSORB,243
26,zfp,nan,ABSORB,244
100000,zfp,nan,ABSORB,245
18,zfp,nan,ABSORB,246
18,zfp,nan,ABSORB,247
100000,zfp,nan,ABSORB,248
100000,zfp,nan,ABSORB,249
100000,zfp,nan,ABSORB,250
100000,zfp,nan,ABSORB,251
100000,zfp,nan,ABSORB,252
18,zfp,nan,ABSORB,253
100000,zfp,nan,ABSORB,254
100000,zfp,nan,ABSORB,255
26,zfp,nan,ABSORB,256
100000,zfp,nan,ABSORB,257
26,zfp,nan,ABSORB,258
100000,zfp,nan,ABSORB,259
18,zfp,nan,ABSORB,260
100000,zfp,nan,ABSORB,261
100000,zfp,nan,ABSORB,262
100000,zfp,nan,ABSORB,263
100000,zfp,nan,ABSORB,264
100000,zfp,nan,ABSORB,265
20,zfp,nan,ABSORB,266
100000,zfp,nan,ABSORB,267
100000,zfp,nan,ABSORB,268
100000,zfp,nan,ABSORB,269
26,zfp,nan,ABSORB,270
26,zfp,nan,ABSORB,271
100000,zfp,nan,ABSORB,272
18,zfp,nan,ABSORB,273
100000,zfp,nan,ABSORB,274
100000,zfp,nan,ABSORB,275
100000,zfp,nan,ABSORB,276
100000,zfp,nan,ABSORB,277
100000,zfp,nan,ABSORB,278
100000,zfp,nan,ABSORB,279
18,zfp,nan,ABSORB,280
100000,zfp,nan,ABSORB,281
100000,zfp,nan,ABSORB,282
26,zfp,nan,ABSORB,283
26,zfp,nan,ABSORB,284
100000,zfp,nan,ABSORB,285
18,zfp,nan,ABSORB,286
100000,zfp,nan,ABSORB,287
100000,zfp,nan,ABSORB,288
100000,zfp,nan,ABSORB,289
100000,zfp,nan,ABSORB,290
100000,zfp,nan,ABSORB,291
18,zfp,nan,ABSORB,292
100000,zfp,nan,ABSORB,293
100000,zfp,nan,ABSORB,294
100000,zfp,nan,ABSORB,295
26,zfp,nan,ABSORB,296
26,zfp,nan,ABSORB,297
100000,zfp,nan,ABSORB,298
18,zfp,nan,ABSORB,299
100000,zfp,nan,ABSORB,300
100000,zfp,nan,ABSORB,301
100000,zfp,nan,ABSORB,302
100000,zfp,nan,ABSORB,303
100000,zfp,nan,ABSORB,304
26,zfp,nan,ABSORB,305
18,zfp,nan,ABSORB,306
100000,zfp,nan,ABSORB,307
100000,zfp,nan,ABSORB,308
26,zfp,nan,ABSORB,309
26,zfp,nan,ABSORB,310
100000,zfp,nan,ABSORB,311
18,zfp,nan,ABSORB,312
100000,zfp,nan,ABSORB,313
100000,zfp,nan,ABSORB,314
100000,zfp,nan,ABSORB,315
26,zfp,nan,ABSORB,316
100000,zfp,nan,ABSORB,317
100000,zfp,nan,ABSORB,318
18,zfp,nan,ABSORB,319
100000,zfp,nan,ABSORB,320
100000,zfp,nan,ABSORB,321
26,zfp,nan,ABSORB,322
26,zfp,nan,ABSORB,323
100000,zfp,nan,ABSORB,324
18,zfp,nan,ABSORB,325
100000,zfp,nan,ABSORB,326
100000,zfp,nan,ABSORB,327
100000,zfp,nan,ABSORB,328
100000,zfp,nan,ABSORB,329
100000,zfp,nan,ABSORB,330
100000,zfp,nan,ABSORB,331
18,zfp,nan,ABSORB,332
100000,zfp,nan,ABSORB,333
100000,zfp,nan,ABSORB,334
26,zfp,nan,ABSORB,335
26,zfp,nan,ABSORB,336
100000,zfp,nan,ABSORB,337
18,zfp,nan,ABSORB,338
18,zfp,nan,ABSORB,339
100000,zfp,nan,ABSORB,340
100000,zfp,nan,ABSORB,341
100000,zfp,nan,ABSORB,342
100000,zfp,nan,ABSORB,343
100000,zfp,nan,ABSORB,344
18,zfp,nan,ABSORB,345
100000,zfp,nan,ABSORB,346
100000,zfp,nan,ABSORB,347
26,zfp,nan,ABSORB,348
100000,zfp,nan,ABSORB,349
26,zfp,nan,ABSORB,350
100000,zfp,nan,ABSORB,351
18,zfp,nan,ABSORB,352
100000,zfp,nan,ABSORB,353
100000,zfp,nan,ABSORB,354
100000,zfp,nan,ABSORB,355
100000,zfp,nan,ABSORB,356
100000,zfp,nan,ABSORB,357
20,zfp,nan,ABSORB,358
100000,zfp,nan,ABSORB,359
6,zfp,nan,ANRAIN,0
6,zfp,nan,ANRAIN,1
6,zfp,nan,ANRAIN,2
6,zfp,nan,ANRAIN,3
6,zfp,nan,ANRAIN,4
6,zfp,nan,ANRAIN,5
6,zfp,nan,ANRAIN,6
6,zfp,nan,ANRAIN,7
6,zfp,nan,ANRAIN,8
6,zfp,nan,ANRAIN,9
6,zfp,nan,ANRAIN,10
6,zfp,nan,ANRAIN,11
6,zfp,nan,ANRAIN,12
6,zfp,nan,ANRAIN,13
6,zfp,nan,ANRAIN,14
6,zfp,nan,ANRAIN,15
6,zfp,nan,ANRAIN,16
6,zfp,nan,ANRAIN,17
6,zfp,nan,ANRAIN,18
6,zfp,nan,ANRAIN,19
6,zfp,nan,ANRAIN,20
6,zfp,nan,ANRAIN,21
6,zfp,nan,ANRAIN,22
6,zfp,nan,ANRAIN,23
6,zfp,nan,ANRAIN,24
6,zfp,nan,ANRAIN,25
6,zfp,nan,ANRAIN,26
6,zfp,nan,ANRAIN,27
6,zfp,nan,ANRAIN,28
6,zfp,nan,ANRAIN,29
6,zfp,nan,ANRAIN,30
6,zfp,nan,ANRAIN,31
6,zfp,nan,ANRAIN,32
6,zfp,nan,ANRAIN,33
6,zfp,nan,ANRAIN,34
6,zfp,nan,ANRAIN,35
6,zfp,nan,ANRAIN,36
6,zfp,nan,ANRAIN,37
6,zfp,nan,ANRAIN,38
6,zfp,nan,ANRAIN,39
6,zfp,nan,ANRAIN,40
6,zfp,nan,ANRAIN,41
6,zfp,nan,ANRAIN,42
6,zfp,nan,ANRAIN,43
6,zfp,nan,ANRAIN,44
6,zfp,nan,ANRAIN,45
6,zfp,nan,ANRAIN,46
6,zfp,nan,ANRAIN,47
6,zfp,nan,ANRAIN,48
6,zfp,nan,ANRAIN,49
6,zfp,nan,ANRAIN,50
6,zfp,nan,ANRAIN,51
6,zfp,nan,ANRAIN,52
6,zfp,nan,ANRAIN,53
6,zfp,nan,ANRAIN,54
6,zfp,nan,ANRAIN,55
6,zfp,nan,ANRAIN,56
6,zfp,nan,ANRAIN,57
6,zfp,nan,ANRAIN,58
6,zfp,nan,ANRAIN,59
6,zfp,nan,ANRAIN,60
6,zfp,nan,ANRAIN,61
6,zfp,nan,ANRAIN,62
6,zfp,nan,ANRAIN,63
6,zfp,nan,ANRAIN,64
6,zfp,nan,ANRAIN,65
6,zfp,nan,ANRAIN,66
6,zfp,nan,ANRAIN,67
6,zfp,nan,ANRAIN,68
6,zfp,nan,ANRAIN,69
6,zfp,nan,ANRAIN,70
6,zfp,nan,ANRAIN,71
6,zfp,nan,ANRAIN,72
6,zfp,nan,ANRAIN,73
6,zfp,nan,ANRAIN,74
6,zfp,nan,ANRAIN,75
6,zfp,nan,ANRAIN,76
6,zfp,nan,ANRAIN,77
6,zfp,nan,ANRAIN,78
6,zfp,nan,ANRAIN,79
6,zfp,nan,ANRAIN,80
6,zfp,nan,ANRAIN,81
6,zfp,nan,ANRAIN,82
6,zfp,nan,ANRAIN,83
6,zfp,nan,ANRAIN,84
6,zfp,nan,ANRAIN,85
6,zfp,nan,ANRAIN,86
6,zfp,nan,ANRAIN,87
6,zfp,nan,ANRAIN,88
6,zfp,nan,ANRAIN,89
6,zfp,nan,ANRAIN,90
6,zfp,nan,ANRAIN,91
6,zfp,nan,ANRAIN,92
6,zfp,nan,ANRAIN,93
6,zfp,nan,ANRAIN,94
6,zfp,nan,ANRAIN,95
6,zfp,nan,ANRAIN,96
6,zfp,nan,ANRAIN,97
6,zfp,nan,ANRAIN,98
6,zfp,nan,ANRAIN,99
6,zfp,nan,ANRAIN,100
6,zfp,nan,ANRAIN,101
6,zfp,nan,ANRAIN,102
6,zfp,nan,ANRAIN,103
6,zfp,nan,ANRAIN,104
6,zfp,nan,ANRAIN,105
6,zfp,nan,ANRAIN,106
6,zfp,nan,ANRAIN,107
6,zfp,nan,ANRAIN,108
6,zfp,nan,ANRAIN,109
6,zfp,nan,ANRAIN,110
6,zfp,nan,ANRAIN,111
6,zfp,nan,ANRAIN,112
6,zfp,nan,ANRAIN,113
6,zfp,nan,ANRAIN,114
6,zfp,nan,ANRAIN,115
6,zfp,nan,ANRAIN,116
6,zfp,nan,ANRAIN,117
6,zfp,nan,ANRAIN,118
6,zfp,nan,ANRAIN,119
6,zfp,nan,ANRAIN,120
6,zfp,nan,ANRAIN,121
6,zfp,nan,ANRAIN,122
6,zfp,nan,ANRAIN,123
6,zfp,nan,ANRAIN,124
6,zfp,nan,ANRAIN,125
6,zfp,nan,ANRAIN,126
6,zfp,nan,ANRAIN,127
6,zfp,nan,ANRAIN,128
6,zfp,nan,ANRAIN,129
6,zfp,nan,ANRAIN,130
6,zfp,nan,ANRAIN,131
6,zfp,nan,ANRAIN,132
6,zfp,nan,ANRAIN,133
6,zfp,nan,ANRAIN,134
6,zfp,nan,ANRAIN,135
6,zfp,nan,ANRAIN,136
6,zfp,nan,ANRAIN,137
6,zfp,nan,ANRAIN,138
6,zfp,nan,ANRAIN,139
6,zfp,nan,ANRAIN,140
6,zfp,nan,ANRAIN,141
6,zfp,nan,ANRAIN,142
6,zfp,nan,ANRAIN,143
6,zfp,nan,ANRAIN,144
6,zfp,nan,ANRAIN,145
6,zfp,nan,ANRAIN,146
6,zfp,nan,ANRAIN,147
6,zfp,nan,ANRAIN,148
6,zfp,nan,ANRAIN,149
6,zfp,nan,ANRAIN,150
6,zfp,nan,ANRAIN,151
6,zfp,nan,ANRAIN,152
6,zfp,nan,ANRAIN,153
6,zfp,nan,ANRAIN,154
6,zfp,nan,ANRAIN,155
6,zfp,nan,ANRAIN,156
6,zfp,nan,ANRAIN,157
6,zfp,nan,ANRAIN,158
6,zfp,nan,ANRAIN,159
6,zfp,nan,ANRAIN,160
6,zfp,nan,ANRAIN,161
6,zfp,nan,ANRAIN,162
6,zfp,nan,ANRAIN,163
6,zfp,nan,ANRAIN,164
6,zfp,nan,ANRAIN,165
6,zfp,nan,ANRAIN,166
6,zfp,nan,ANRAIN,167
6,zfp,nan,ANRAIN,168
6,zfp,nan,ANRAIN,169
6,zfp,nan,ANRAIN,170
6,zfp,nan,ANRAIN,171
6,zfp,nan,ANRAIN,172
6,zfp,nan,ANRAIN,173
6,zfp,nan,ANRAIN,174
6,zfp,nan,ANRAIN,175
6,zfp,nan,ANRAIN,176
6,zfp,nan,ANRAIN,177
6,zfp,nan,ANRAIN,178
6,zfp,nan,ANRAIN,179
6,zfp,nan,ANRAIN,180
6,zfp,nan,ANRAIN,181
6,zfp,nan,ANRAIN,182
6,zfp,nan,ANRAIN,183
6,zfp,nan,ANRAIN,184
6,zfp,nan,ANRAIN,185
6,zfp,nan,ANRAIN,186
6,zfp,nan,ANRAIN,187
6,zfp,nan,ANRAIN,188
6,zfp,nan,ANRAIN,189
6,zfp,nan,ANRAIN,190
6,zfp,nan,ANRAIN,191
6,zfp,nan,ANRAIN,192
6,zfp,nan,ANRAIN,193
6,zfp,nan,ANRAIN,194
6,zfp,nan,ANRAIN,195
6,zfp,nan,ANRAIN,196
6,zfp,nan,ANRAIN,197
6,zfp,nan,ANRAIN,198
6,zfp,nan,ANRAIN,199
6,zfp,nan,ANRAIN,200
6,zfp,nan,ANRAIN,201
6,zfp,nan,ANRAIN,202
6,zfp,nan,ANRAIN,203
6,zfp,nan,ANRAIN,204
6,zfp,nan,ANRAIN,205
6,zfp,nan,ANRAIN,206
6,zfp,nan,ANRAIN,207
6,zfp,nan,ANRAIN,208
6,zfp,nan,ANRAIN,209
6,zfp,nan,ANRAIN,210
6,zfp,nan,ANRAIN,211
6,zfp,nan,ANRAIN,212
6,zfp,nan,ANRAIN,213
6,zfp,nan,ANRAIN,214
6,zfp,nan,ANRAIN,215
6,zfp,nan,ANRAIN,216
6,zfp,nan,ANRAIN,217
6,zfp,nan,ANRAIN,218
6,zfp,nan,ANRAIN,219
6,zfp,nan,ANRAIN,220
6,zfp,nan,ANRAIN,221
6,zfp,nan,ANRAIN,222
6,zfp,nan,ANRAIN,223
6,zfp,nan,ANRAIN,224
6,zfp,nan,ANRAIN,225
6,zfp,nan,ANRAIN,226
6,zfp,nan,ANRAIN,227
6,zfp,nan,ANRAIN,228
6,zfp,nan,ANRAIN,229
6,zfp,nan,ANRAIN,230
6,zfp,nan,ANRAIN,231
6,zfp,nan,ANRAIN,232
6,zfp,nan,ANRAIN,233
6,zfp,nan,ANRAIN,234
6,zfp,nan,ANRAIN,235
6,zfp,nan,ANRAIN,236
6,zfp,nan,ANRAIN,237
6,zfp,nan,ANRAIN,238
6,zfp,nan,ANRAIN,239
6,zfp,nan,ANRAIN,240
6,zfp,nan,ANRAIN,241
6,zfp,nan,ANRAIN,242
6,zfp,nan,ANRAIN,243
6,zfp,nan,ANRAIN,244
6,zfp,nan,ANRAIN,245
6,zfp,nan,ANRAIN,246
6,zfp,nan,ANRAIN,247
6,zfp,nan,ANRAIN,248
6,zfp,nan,ANRAIN,249
6,zfp,nan,ANRAIN,250
6,zfp,nan,ANRAIN,251
6,zfp,nan,ANRAIN,252
6,zfp,nan,ANRAIN,253
6,zfp,nan,ANRAIN,254
6,zfp,nan,ANRAIN,255
6,zfp,nan,ANRAIN,256
6,zfp,nan,ANRAIN,257
6,zfp,nan,ANRAIN,258
6,zfp,nan,ANRAIN,259
6,zfp,nan,ANRAIN,260
6,zfp,nan,ANRAIN,261
6,zfp,nan,ANRAIN,262
6,zfp,nan,ANRAIN,263
6,zfp,nan,ANRAIN,264
6,zfp,nan,ANRAIN,265
6,zfp,nan,ANRAIN,266
6,zfp,nan,ANRAIN,267
6,zfp,nan,ANRAIN,268
6,zfp,nan,ANRAIN,269
6,zfp,nan,ANRAIN,270
6,zfp,nan,ANRAIN,271
6,zfp,nan,ANRAIN,272
6,zfp,nan,ANRAIN,273
6,zfp,nan,ANRAIN,274
6,zfp,nan,ANRAIN,275
6,zfp,nan,ANRAIN,276
6,zfp,nan,ANRAIN,277
6,zfp,nan,ANRAIN,278
6,zfp,nan,ANRAIN,279
6,zfp,nan,ANRAIN,280
6,zfp,nan,ANRAIN,281
6,zfp,nan,ANRAIN,282
6,zfp,nan,ANRAIN,283
6,zfp,nan,ANRAIN,284
6,zfp,nan,ANRAIN,285
6,zfp,nan,ANRAIN,286
6,zfp,nan,ANRAIN,287
6,zfp,nan,ANRAIN,288
6,zfp,nan,ANRAIN,289
6,zfp,nan,ANRAIN,290
6,zfp,nan,ANRAIN,291
6,zfp,nan,ANRAIN,292
6,zfp,nan,ANRAIN,293
6,zfp,nan,ANRAIN,294
6,zfp,nan,ANRAIN,295
6,zfp,nan,ANRAIN,296
6,zfp,nan,ANRAIN,297
6,zfp,nan,ANRAIN,298
6,zfp,nan,ANRAIN,299
6,zfp,nan,ANRAIN,300
6,zfp,nan,ANRAIN,301
6,zfp,nan,ANRAIN,302
6,zfp,nan,ANRAIN,303
6,zfp,nan,ANRAIN,304
6,zfp,nan,ANRAIN,305
6,zfp,nan,ANRAIN,306
6,zfp,nan,ANRAIN,307
6,zfp,nan,ANRAIN,308
6,zfp,nan,ANRAIN,309
6,zfp,nan,ANRAIN,310
6,zfp,nan,ANRAIN,311
6,zfp,nan,ANRAIN,312
6,zfp,nan,ANRAIN,313
6,zfp,nan,ANRAIN,314
6,zfp,nan,ANRAIN,315
6,zfp,nan,ANRAIN,316
6,zfp,nan,ANRAIN,317
6,zfp,nan,ANRAIN,318
6,zfp,nan,ANRAIN,319
6,zfp,nan,ANRAIN,320
6,zfp,nan,ANRAIN,321
6,zfp,nan,ANRAIN,322
6,zfp,nan,ANRAIN,323
6,zfp,nan,ANRAIN,324
6,zfp,nan,ANRAIN,325
6,zfp,nan,ANRAIN,326
6,zfp,nan,ANRAIN,327
6,zfp,nan,ANRAIN,328
6,zfp,nan,ANRAIN,329
6,zfp,nan,ANRAIN,330
6,zfp,nan,ANRAIN,331
6,zfp,nan,ANRAIN,332
6,zfp,nan,ANRAIN,333
6,zfp,nan,ANRAIN,334
6,zfp,nan,ANRAIN,335
6,zfp,nan,ANRAIN,336
6,zfp,nan,ANRAIN,337
6,zfp,nan,ANRAIN,338
6,zfp,nan,ANRAIN,339
6,zfp,nan,ANRAIN,340
6,zfp,nan,ANRAIN,341
6,zfp,nan,ANRAIN,342
6,zfp,nan,ANRAIN,343
6,zfp,nan,ANRAIN,344
6,zfp,nan,ANRAIN,345
6,zfp,nan,ANRAIN,346
6,zfp,nan,ANRAIN,347
6,zfp,nan,ANRAIN,348
6,zfp,nan,ANRAIN,349
6,zfp,nan,ANRAIN,350
6,zfp,nan,ANRAIN,351
6,zfp,nan,ANRAIN,352
6,zfp,nan,ANRAIN,353
6,zfp,nan,ANRAIN,354
6,zfp,nan,ANRAIN,355
6,zfp,nan,ANRAIN,356
6,zfp,nan,ANRAIN,357
6,zfp,nan,ANRAIN,358
6,zfp,nan,ANRAIN,359
6,zfp,nan,ANSNOW,0
6,zfp,nan,ANSNOW,1
6,zfp,nan,ANSNOW,2
6,zfp,nan,ANSNOW,3
6,zfp,nan,ANSNOW,4
6,zfp,nan,ANSNOW,5
6,zfp,nan,ANSNOW,6
6,zfp,nan,ANSNOW,7
6,zfp,nan,ANSNOW,8
6,zfp,nan,ANSNOW,9
6,zfp,nan,ANSNOW,10
6,zfp,nan,ANSNOW,11
6,zfp,nan,ANSNOW,12
6,zfp,nan,ANSNOW,13
6,zfp,nan,ANSNOW,14
6,zfp,nan,ANSNOW,15
6,zfp,nan,ANSNOW,16
6,zfp,nan,ANSNOW,17
6,zfp,nan,ANSNOW,18
6,zfp,nan,ANSNOW,19
6,zfp,nan,ANSNOW,20
6,zfp,nan,ANSNOW,21
6,zfp,nan,ANSNOW,22
6,zfp,nan,ANSNOW,23
6,zfp,nan,ANSNOW,24
6,zfp,nan,ANSNOW,25
6,zfp,nan,ANSNOW,26
6,zfp,nan,ANSNOW,27
6,zfp,nan,ANSNOW,28
6,zfp,nan,ANSNOW,29
6,zfp,nan,ANSNOW,30
6,zfp,nan,ANSNOW,31
6,zfp,nan,ANSNOW,32
6,zfp,nan,ANSNOW,33
6,zfp,nan,ANSNOW,34
6,zfp,nan,ANSNOW,35
6,zfp,nan,ANSNOW,36
6,zfp,nan,ANSNOW,37
6,zfp,nan,ANSNOW,38
6,zfp,nan,ANSNOW,39
6,zfp,nan,ANSNOW,40
6,zfp,nan,ANSNOW,41
6,zfp,nan,ANSNOW,42
6,zfp,nan,ANSNOW,43
6,zfp,nan,ANSNOW,44
6,zfp,nan,ANSNOW,45
6,zfp,nan,ANSNOW,46
6,zfp,nan,ANSNOW,47
6,zfp,nan,ANSNOW,48
6,zfp,nan,ANSNOW,49
6,zfp,nan,ANSNOW,50
6,zfp,nan,ANSNOW,51
6,zfp,nan,ANSNOW,52
6,zfp,nan,ANSNOW,53
6,zfp,nan,ANSNOW,54
6,zfp,nan,ANSNOW,55
6,zfp,nan,ANSNOW,56
6,zfp,nan,ANSNOW,57
6,zfp,nan,ANSNOW,58
6,zfp,nan,ANSNOW,59
6,zfp,nan,ANSNOW,60
6,zfp,nan,ANSNOW,61
