levels,algs,ratios,variable,times
16,zfp,1.94,ICEFRAC,0
16,zfp,1.94,ICEFRAC,1
18,zfp,1.66,ICEFRAC,2
16,zfp,1.94,ICEFRAC,3
16,zfp,1.94,ICEFRAC,4
16,zfp,1.94,ICEFRAC,5
16,zfp,1.94,ICEFRAC,6
16,zfp,1.94,ICEFRAC,7
16,zfp,1.94,ICEFRAC,8
16,zfp,1.94,ICEFRAC,9
16,zfp,1.94,ICEFRAC,10
16,zfp,1.94,ICEFRAC,11
16,zfp,1.94,ICEFRAC,12
16,zfp,1.94,ICEFRAC,13
16,zfp,1.94,ICEFRAC,14
16,zfp,1.94,ICEFRAC,15
16,zfp,1.94,ICEFRAC,16
16,zfp,1.94,ICEFRAC,17
18,zfp,1.66,ICEFRAC,18
16,zfp,1.94,ICEFRAC,19
18,zfp,1.66,ICEFRAC,20
16,zfp,1.94,ICEFRAC,21
16,zfp,1.94,ICEFRAC,22
16,zfp,1.94,ICEFRAC,23
14,zfp,2.70,LHFLX,0
16,zfp,2.24,LHFLX,1
14,zfp,2.70,LHFLX,2
14,zfp,2.70,LHFLX,3
14,zfp,2.70,LHFLX,4
14,zfp,2.70,LHFLX,5
14,zfp,2.70,LHFLX,6
14,zfp,2.70,LHFLX,7
14,zfp,2.70,LHFLX,8
14,zfp,2.70,LHFLX,9
14,zfp,2.70,LHFLX,10
14,zfp,2.70,LHFLX,11
14,zfp,2.70,LHFLX,12
14,zfp,2.70,LHFLX,13
14,zfp,2.70,LHFLX,14
14,zfp,2.70,LHFLX,15
16,zfp,2.24,LHFLX,16
14,zfp,2.70,LHFLX,17
14,zfp,2.70,LHFLX,18
14,zfp,2.70,LHFLX,19
14,zfp,2.70,LHFLX,20
14,zfp,2.70,LHFLX,21
14,zfp,2.70,LHFLX,22
14,zfp,2.70,LHFLX,23
14,zfp,2.51,PRECL,0
14,zfp,2.51,PRECL,1
16,zfp,2.11,PRECL,2
16,zfp,2.11,PRECL,3
16,zfp,2.11,PRECL,4
14,zfp,2.51,PRECL,5
14,zfp,2.51,PRECL,6
16,zfp,2.11,PRECL,7
16,zfp,2.11,PRECL,8
16,zfp,2.11,PRECL,9
14,zfp,2.51,PRECL,10
16,zfp,2.11,PRECL,11
14,zfp,2.51,PRECL,12
16,zfp,2.11,PRECL,13
14,zfp,2.51,PRECL,14
14,zfp,2.51,PRECL,15
14,zfp,2.51,PRECL,16
14,zfp,2.51,PRECL,17
14,zfp,2.51,PRECL,18
14,zfp,2.51,PRECL,19
14,zfp,2.51,PRECL,20
14,zfp,2.51,PRECL,21
16,zfp,2.11,PRECL,22
16,zfp,2.11,PRECL,23
2,bg,1.83,PRECSC,0
2,bg,1.83,PRECSC,1
12,zfp,2.00,PRECSC,2
12,zfp,2.00,PRECSC,3
2,bg,1.83,PRECSC,4
12,zfp,2.00,PRECSC,5
14,zfp,1.71,PRECSC,6
12,zfp,2.00,PRECSC,7
12,zfp,2.00,PRECSC,8
12,zfp,2.00,PRECSC,9
2,bg,1.83,PRECSC,10
2,bg,1.83,PRECSC,11
12,zfp,2.00,PRECSC,12
2,bg,1.83,PRECSC,13
12,zfp,2.00,PRECSC,14
2,bg,1.83,PRECSC,15
12,zfp,2.00,PRECSC,16
12,zfp,2.00,PRECSC,17
2,bg,1.83,PRECSC,18
12,zfp,2.00,PRECSC,19
12,zfp,2.00,PRECSC,20
2,bg,1.83,PRECSC,21
2,bg,1.83,PRECSC,22
2,bg,1.83,PRECSC,23
12,zfp,2.67,PRECSL,0
14,zfp,2.18,PRECSL,1
14,zfp,2.18,PRECSL,2
14,zfp,2.18,PRECSL,3
14,zfp,2.18,PRECSL,4
14,zfp,2.18,PRECSL,5
14,zfp,2.18,PRECSL,6
14,zfp,2.18,PRECSL,7
14,zfp,2.18,PRECSL,8
14,zfp,2.18,PRECSL,9
14,zfp,2.18,PRECSL,10
14,zfp,2.18,PRECSL,11
14,zfp,2.18,PRECSL,12
14,zfp,2.18,PRECSL,13
14,zfp,2.18,PRECSL,14
14,zfp,2.18,PRECSL,15
14,zfp,2.18,PRECSL,16
14,zfp,2.18,PRECSL,17
14,zfp,2.18,PRECSL,18
14,zfp,2.18,PRECSL,19
14,zfp,2.18,PRECSL,20
14,zfp,2.18,PRECSL,21
14,zfp,2.18,PRECSL,22
14,zfp,2.18,PRECSL,23
14,zfp,2.55,PRECT,0
14,zfp,2.55,PRECT,1
14,zfp,2.55,PRECT,2
14,zfp,2.55,PRECT,3
14,zfp,2.55,PRECT,4
14,zfp,2.55,PRECT,5
14,zfp,2.55,PRECT,6
16,zfp,2.14,PRECT,7
14,zfp,2.55,PRECT,8
14,zfp,2.55,PRECT,9
16,zfp,2.14,PRECT,10
16,zfp,2.14,PRECT,11
16,zfp,2.14,PRECT,12
14,zfp,2.55,PRECT,13
14,zfp,2.55,PRECT,14
14,zfp,2.55,PRECT,15
14,zfp,2.55,PRECT,16
16,zfp,2.14,PRECT,17
14,zfp,2.55,PRECT,18
16,zfp,2.14,PRECT,19
14,zfp,2.55,PRECT,20
18,zfp,1.84,PRECT,21
16,zfp,2.14,PRECT,22
16,zfp,2.14,PRECT,23
14,zfp,2.55,PRECTMX,0
14,zfp,2.55,PRECTMX,1
14,zfp,2.55,PRECTMX,2
14,zfp,2.55,PRECTMX,3
14,zfp,2.55,PRECTMX,4
14,zfp,2.55,PRECTMX,5
14,zfp,2.55,PRECTMX,6
16,zfp,2.14,PRECTMX,7
14,zfp,2.55,PRECTMX,8
14,zfp,2.55,PRECTMX,9
16,zfp,2.14,PRECTMX,10
16,zfp,2.14,PRECTMX,11
16,zfp,2.14,PRECTMX,12
14,zfp,2.55,PRECTMX,13
14,zfp,2.55,PRECTMX,14
14,zfp,2.55,PRECTMX,15
14,zfp,2.55,PRECTMX,16
16,zfp,2.14,PRECTMX,17
14,zfp,2.55,PRECTMX,18
16,zfp,2.14,PRECTMX,19
14,zfp,2.55,PRECTMX,20
18,zfp,1.84,PRECTMX,21
16,zfp,2.14,PRECTMX,22
16,zfp,2.14,PRECTMX,23
24,zfp,1.45,PSL,0
24,zfp,1.45,PSL,1
22,zfp,1.73,PSL,2
22,zfp,1.73,PSL,3
24,zfp,1.45,PSL,4
24,zfp,1.45,PSL,5
24,zfp,1.45,PSL,6
24,zfp,1.45,PSL,7
24,zfp,1.45,PSL,8
22,zfp,1.73,PSL,9
24,zfp,1.45,PSL,10
24,zfp,1.45,PSL,11
24,zfp,1.45,PSL,12
24,zfp,1.45,PSL,13
24,zfp,1.45,PSL,14
24,zfp,1.45,PSL,15
24,zfp,1.45,PSL,16
24,zfp,1.45,PSL,17
24,zfp,1.45,PSL,18
24,zfp,1.45,PSL,19
24,zfp,1.45,PSL,20
24,zfp,1.45,PSL,21
24,zfp,1.45,PSL,22
24,zfp,1.45,PSL,23
16,zfp,2.42,Q200,0
16,zfp,2.42,Q200,1
16,zfp,2.42,Q200,2
16,zfp,2.42,Q200,3
16,zfp,2.42,Q200,4
18,zfp,2.01,Q200,5
18,zfp,2.01,Q200,6
18,zfp,2.01,Q200,7
18,zfp,2.01,Q200,8
18,zfp,2.01,Q200,9
16,zfp,2.42,Q200,10
18,zfp,2.01,Q200,11
18,zfp,2.01,Q200,12
18,zfp,2.01,Q200,13
18,zfp,2.01,Q200,14
18,zfp,2.01,Q200,15
18,zfp,2.01,Q200,16
16,zfp,2.42,Q200,17
16,zfp,2.42,Q200,18
18,zfp,2.01,Q200,19
18,zfp,2.01,Q200,20
18,zfp,2.01,Q200,21
16,zfp,2.42,Q200,22
18,zfp,2.01,Q200,23
16,zfp,2.33,Q500,0
16,zfp,2.33,Q500,1
16,zfp,2.33,Q500,2
16,zfp,2.33,Q500,3
16,zfp,2.33,Q500,4
16,zfp,2.33,Q500,5
16,zfp,2.33,Q500,6
16,zfp,2.33,Q500,7
16,zfp,2.33,Q500,8
16,zfp,2.33,Q500,9
16,zfp,2.33,Q500,10
16,zfp,2.33,Q500,11
16,zfp,2.33,Q500,12
16,zfp,2.33,Q500,13
16,zfp,2.33,Q500,14
16,zfp,2.33,Q500,15
16,zfp,2.33,Q500,16
16,zfp,2.33,Q500,17
16,zfp,2.33,Q500,18
16,zfp,2.33,Q500,19
16,zfp,2.33,Q500,20
16,zfp,2.33,Q500,21
16,zfp,2.33,Q500,22
16,zfp,2.33,Q500,23
16,zfp,2.33,Q850,0
16,zfp,2.33,Q850,1
16,zfp,2.33,Q850,2
16,zfp,2.33,Q850,3
16,zfp,2.33,Q850,4
16,zfp,2.33,Q850,5
16,zfp,2.33,Q850,6
16,zfp,2.33,Q850,7
16,zfp,2.33,Q850,8
16,zfp,2.33,Q850,9
16,zfp,2.33,Q850,10
16,zfp,2.33,Q850,11
16,zfp,2.33,Q850,12
16,zfp,2.33,Q850,13
16,zfp,2.33,Q850,14
16,zfp,2.33,Q850,15
16,zfp,2.33,Q850,16
16,zfp,2.33,Q850,17
16,zfp,2.33,Q850,18
16,zfp,2.33,Q850,19
16,zfp,2.33,Q850,20
16,zfp,2.33,Q850,21
16,zfp,2.33,Q850,22
14,zfp,2.88,Q850,23
16,zfp,2.33,QBOT,0
16,zfp,2.33,QBOT,1
16,zfp,2.33,QBOT,2
16,zfp,2.33,QBOT,3
16,zfp,2.33,QBOT,4
16,zfp,2.33,QBOT,5
16,zfp,2.33,QBOT,6
16,zfp,2.33,QBOT,7
16,zfp,2.33,QBOT,8
16,zfp,2.33,QBOT,9
16,zfp,2.33,QBOT,10
16,zfp,2.33,QBOT,11
16,zfp,2.33,QBOT,12
16,zfp,2.33,QBOT,13
16,zfp,2.33,QBOT,14
16,zfp,2.33,QBOT,15
16,zfp,2.33,QBOT,16
16,zfp,2.33,QBOT,17
16,zfp,2.33,QBOT,18
16,zfp,2.33,QBOT,19
16,zfp,2.33,QBOT,20
16,zfp,2.33,QBOT,21
16,zfp,2.33,QBOT,22
16,zfp,2.33,QBOT,23
16,zfp,2.19,SHFLX,0
16,zfp,2.19,SHFLX,1
16,zfp,2.19,SHFLX,2
16,zfp,2.19,SHFLX,3
16,zfp,2.19,SHFLX,4
16,zfp,2.19,SHFLX,5
16,zfp,2.19,SHFLX,6
16,zfp,2.19,SHFLX,7
16,zfp,2.19,SHFLX,8
14,zfp,2.63,SHFLX,9
16,zfp,2.19,SHFLX,10
16,zfp,2.19,SHFLX,11
16,zfp,2.19,SHFLX,12
16,zfp,2.19,SHFLX,13
14,zfp,2.63,SHFLX,14
16,zfp,2.19,SHFLX,15
14,zfp,2.63,SHFLX,16
16,zfp,2.19,SHFLX,17
16,zfp,2.19,SHFLX,18
16,zfp,2.19,SHFLX,19
16,zfp,2.19,SHFLX,20
16,zfp,2.19,SHFLX,21
16,zfp,2.19,SHFLX,22
16,zfp,2.19,SHFLX,23
0,zfp,2.19,SRF,0
0,zfp,2.19,SRF,1
0,zfp,2.19,SRF,2
0,zfp,2.19,SRF,3
0,zfp,2.19,SRF,4
0,zfp,2.19,SRF,5
0,zfp,2.19,SRF,6
0,zfp,2.19,SRF,7
0,zfp,2.19,SRF,8
0,zfp,2.19,SRF,9
0,zfp,2.19,SRF,10
0,zfp,2.19,SRF,11
0,zfp,2.19,SRF,12
0,zfp,2.19,SRF,13
0,zfp,2.19,SRF,14
0,zfp,2.19,SRF,15
0,zfp,2.19,SRF,16
0,zfp,2.19,SRF,17
0,zfp,2.19,SRF,18
0,zfp,2.19,SRF,19
0,zfp,2.19,SRF,20
0,zfp,2.19,SRF,21
0,zfp,2.19,SRF,22
0,zfp,2.19,SRF,23
22,zfp,2.03,T010,0
22,zfp,2.03,T010,1
22,zfp,2.03,T010,2
22,zfp,2.03,T010,3
22,zfp,2.03,T010,4
22,zfp,2.03,T010,5
22,zfp,2.03,T010,6
22,zfp,2.03,T010,7
22,zfp,2.03,T010,8
24,zfp,1.63,T010,9
22,zfp,2.03,T010,10
24,zfp,1.63,T010,11
24,zfp,1.63,T010,12
22,zfp,2.03,T010,13
22,zfp,2.03,T010,14
22,zfp,2.03,T010,15
22,zfp,2.03,T010,16
22,zfp,2.03,T010,17
24,zfp,1.63,T010,18
22,zfp,2.03,T010,19
22,zfp,2.03,T010,20
22,zfp,2.03,T010,21
22,zfp,2.03,T010,22
22,zfp,2.03,T010,23
20,zfp,1.99,T200,0
20,zfp,1.99,T200,1
20,zfp,1.99,T200,2
22,zfp,1.63,T200,3
22,zfp,1.63,T200,4
22,zfp,1.63,T200,5
20,zfp,1.99,T200,6
22,zfp,1.63,T200,7
20,zfp,1.99,T200,8
22,zfp,1.63,T200,9
20,zfp,1.99,T200,10
20,zfp,1.99,T200,11
20,zfp,1.99,T200,12
22,zfp,1.63,T200,13
22,zfp,1.63,T200,14
20,zfp,1.99,T200,15
22,zfp,1.63,T200,16
20,zfp,1.99,T200,17
22,zfp,1.63,T200,18
20,zfp,1.99,T200,19
22,zfp,1.63,T200,20
22,zfp,1.63,T200,21
22,zfp,1.63,T200,22
20,zfp,1.99,T200,23
22,zfp,1.64,T500,0
22,zfp,1.64,T500,1
22,zfp,1.64,T500,2
22,zfp,1.64,T500,3
22,zfp,1.64,T500,4
22,zfp,1.64,T500,5
22,zfp,1.64,T500,6
22,zfp,1.64,T500,7
22,zfp,1.64,T500,8
22,zfp,1.64,T500,9
22,zfp,1.64,T500,10
22,zfp,1.64,T500,11
22,zfp,1.64,T500,12
22,zfp,1.64,T500,13
22,zfp,1.64,T500,14
22,zfp,1.64,T500,15
22,zfp,1.64,T500,16
22,zfp,1.64,T500,17
22,zfp,1.64,T500,18
22,zfp,1.64,T500,19
22,zfp,1.64,T500,20
22,zfp,1.64,T500,21
22,zfp,1.64,T500,22
22,zfp,1.64,T500,23
22,zfp,1.56,T850,0
22,zfp,1.56,T850,1
22,zfp,1.56,T850,2
22,zfp,1.56,T850,3
22,zfp,1.56,T850,4
22,zfp,1.56,T850,5
22,zfp,1.56,T850,6
22,zfp,1.56,T850,7
22,zfp,1.56,T850,8
22,zfp,1.56,T850,9
22,zfp,1.56,T850,10
22,zfp,1.56,T850,11
22,zfp,1.56,T850,12
22,zfp,1.56,T850,13
22,zfp,1.56,T850,14
22,zfp,1.56,T850,15
22,zfp,1.56,T850,16
22,zfp,1.56,T850,17
22,zfp,1.56,T850,18
22,zfp,1.56,T850,19
22,zfp,1.56,T850,20
22,zfp,1.56,T850,21
22,zfp,1.56,T850,22
22,zfp,1.56,T850,23
16,zfp,2.30,TAUX,0
14,zfp,2.79,TAUX,1
14,zfp,2.79,TAUX,2
16,zfp,2.30,TAUX,3
14,zfp,2.79,TAUX,4
14,zfp,2.79,TAUX,5
14,zfp,2.79,TAUX,6
14,zfp,2.79,TAUX,7
14,zfp,2.79,TAUX,8
14,zfp,2.79,TAUX,9
14,zfp,2.79,TAUX,10
16,zfp,2.30,TAUX,11
14,zfp,2.79,TAUX,12
14,zfp,2.79,TAUX,13
14,zfp,2.79,TAUX,14
14,zfp,2.79,TAUX,15
14,zfp,2.79,TAUX,16
16,zfp,2.30,TAUX,17
14,zfp,2.79,TAUX,18
14,zfp,2.79,TAUX,19
14,zfp,2.79,TAUX,20
14,zfp,2.79,TAUX,21
14,zfp,2.79,TAUX,22
14,zfp,2.79,TAUX,23
16,zfp,2.29,TAUY,0
14,zfp,2.77,TAUY,1
14,zfp,2.77,TAUY,2
14,zfp,2.77,TAUY,3
14,zfp,2.77,TAUY,4
14,zfp,2.77,TAUY,5
14,zfp,2.77,TAUY,6
14,zfp,2.77,TAUY,7
14,zfp,2.77,TAUY,8
14,zfp,2.77,TAUY,9
14,zfp,2.77,TAUY,10
16,zfp,2.29,TAUY,11
14,zfp,2.77,TAUY,12
14,zfp,2.77,TAUY,13
14,zfp,2.77,TAUY,14
14,zfp,2.77,TAUY,15
14,zfp,2.77,TAUY,16
14,zfp,2.77,TAUY,17
14,zfp,2.77,TAUY,18
14,zfp,2.77,TAUY,19
14,zfp,2.77,TAUY,20
16,zfp,2.29,TAUY,21
14,zfp,2.77,TAUY,22
14,zfp,2.77,TAUY,23
16,zfp,2.43,TMQ,0
16,zfp,2.43,TMQ,1
16,zfp,2.43,TMQ,2
16,zfp,2.43,TMQ,3
16,zfp,2.43,TMQ,4
16,zfp,2.43,TMQ,5
16,zfp,2.43,TMQ,6
16,zfp,2.43,TMQ,7
16,zfp,2.43,TMQ,8
16,zfp,2.43,TMQ,9
16,zfp,2.43,TMQ,10
16,zfp,2.43,TMQ,11
16,zfp,2.43,TMQ,12
16,zfp,2.43,TMQ,13
16,zfp,2.43,TMQ,14
16,zfp,2.43,TMQ,15
16,zfp,2.43,TMQ,16
16,zfp,2.43,TMQ,17
16,zfp,2.43,TMQ,18
16,zfp,2.43,TMQ,19
16,zfp,2.43,TMQ,20
16,zfp,2.43,TMQ,21
16,zfp,2.43,TMQ,22
16,zfp,2.43,TMQ,23
5,bg,1.76,TREFHT,0
22,zfp,1.57,TREFHT,1
22,zfp,1.57,TREFHT,2
22,zfp,1.57,TREFHT,3
22,zfp,1.57,TREFHT,4
22,zfp,1.57,TREFHT,5
22,zfp,1.57,TREFHT,6
22,zfp,1.57,TREFHT,7
22,zfp,1.57,TREFHT,8
22,zfp,1.57,TREFHT,9
22,zfp,1.57,TREFHT,10
22,zfp,1.57,TREFHT,11
22,zfp,1.57,TREFHT,12
22,zfp,1.57,TREFHT,13
22,zfp,1.57,TREFHT,14
5,bg,1.76,TREFHT,15
22,zfp,1.57,TREFHT,16
22,zfp,1.57,TREFHT,17
22,zfp,1.57,TREFHT,18
22,zfp,1.57,TREFHT,19
22,zfp,1.57,TREFHT,20
22,zfp,1.57,TREFHT,21
22,zfp,1.57,TREFHT,22
22,zfp,1.57,TREFHT,23
5,bg,1.74,TREFHTMN,0
22,zfp,1.52,TREFHTMN,1
20,zfp,1.81,TREFHTMN,2
22,zfp,1.52,TREFHTMN,3
22,zfp,1.52,TREFHTMN,4
22,zfp,1.52,TREFHTMN,5
22,zfp,1.52,TREFHTMN,6
22,zfp,1.52,TREFHTMN,7
20,zfp,1.81,TREFHTMN,8
20,zfp,1.81,TREFHTMN,9
22,zfp,1.52,TREFHTMN,10
22,zfp,1.52,TREFHTMN,11
5,bg,1.74,TREFHTMN,12
22,zfp,1.52,TREFHTMN,13
22,zfp,1.52,TREFHTMN,14
22,zfp,1.52,TREFHTMN,15
22,zfp,1.52,TREFHTMN,16
22,zfp,1.52,TREFHTMN,17
22,zfp,1.52,TREFHTMN,18
22,zfp,1.52,TREFHTMN,19
20,zfp,1.81,TREFHTMN,20
22,zfp,1.52,TREFHTMN,21
22,zfp,1.52,TREFHTMN,22
22,zfp,1.52,TREFHTMN,23
5,bg,1.75,TREFHTMX,0
22,zfp,1.53,TREFHTMX,1
22,zfp,1.53,TREFHTMX,2
22,zfp,1.53,TREFHTMX,3
22,zfp,1.53,TREFHTMX,4
22,zfp,1.53,TREFHTMX,5
22,zfp,1.53,TREFHTMX,6
22,zfp,1.53,TREFHTMX,7
22,zfp,1.53,TREFHTMX,8
22,zfp,1.53,TREFHTMX,9
22,zfp,1.53,TREFHTMX,10
22,zfp,1.53,TREFHTMX,11
22,zfp,1.53,TREFHTMX,12
22,zfp,1.53,TREFHTMX,13
22,zfp,1.53,TREFHTMX,14
22,zfp,1.53,TREFHTMX,15
22,zfp,1.53,TREFHTMX,16
22,zfp,1.53,TREFHTMX,17
22,zfp,1.53,TREFHTMX,18
22,zfp,1.53,TREFHTMX,19
22,zfp,1.53,TREFHTMX,20
22,zfp,1.53,TREFHTMX,21
22,zfp,1.53,TREFHTMX,22
22,zfp,1.53,TREFHTMX,23
22,zfp,1.58,TS,0
22,zfp,1.58,TS,1
22,zfp,1.58,TS,2
22,zfp,1.58,TS,3
22,zfp,1.58,TS,4
22,zfp,1.58,TS,5
22,zfp,1.58,TS,6
22,zfp,1.58,TS,7
22,zfp,1.58,TS,8
22,zfp,1.58,TS,9
22,zfp,1.58,TS,10
22,zfp,1.58,TS,11
22,zfp,1.58,TS,12
22,zfp,1.58,TS,13
22,zfp,1.58,TS,14
22,zfp,1.58,TS,15
22,zfp,1.58,TS,16
22,zfp,1.58,TS,17
22,zfp,1.58,TS,18
22,zfp,1.58,TS,19
22,zfp,1.58,TS,20
22,zfp,1.58,TS,21
22,zfp,1.58,TS,22
22,zfp,1.58,TS,23
18,zfp,2.52,U010,0
18,zfp,2.52,U010,1
16,zfp,3.20,U010,2
16,zfp,3.20,U010,3
16,zfp,3.20,U010,4
16,zfp,3.20,U010,5
18,zfp,2.52,U010,6
16,zfp,3.20,U010,7
16,zfp,3.20,U010,8
18,zfp,2.52,U010,9
16,zfp,3.20,U010,10
18,zfp,2.52,U010,11
18,zfp,2.52,U010,12
18,zfp,2.52,U010,13
16,zfp,3.20,U010,14
16,zfp,3.20,U010,15
16,zfp,3.20,U010,16
18,zfp,2.52,U010,17
18,zfp,2.52,U010,18
18,zfp,2.52,U010,19
18,zfp,2.52,U010,20
16,zfp,3.20,U010,21
16,zfp,3.20,U010,22
16,zfp,3.20,U010,23
14,zfp,3.44,U200,0
14,zfp,3.44,U200,1
14,zfp,3.44,U200,2
14,zfp,3.44,U200,3
14,zfp,3.44,U200,4
14,zfp,3.44,U200,5
14,zfp,3.44,U200,6
14,zfp,3.44,U200,7
14,zfp,3.44,U200,8
14,zfp,3.44,U200,9
14,zfp,3.44,U200,10
14,zfp,3.44,U200,11
14,zfp,3.44,U200,12
14,zfp,3.44,U200,13
14,zfp,3.44,U200,14
14,zfp,3.44,U200,15
14,zfp,3.44,U200,16
14,zfp,3.44,U200,17
14,zfp,3.44,U200,18
14,zfp,3.44,U200,19
14,zfp,3.44,U200,20
14,zfp,3.44,U200,21
14,zfp,3.44,U200,22
14,zfp,3.44,U200,23
14,zfp,3.17,U500,0
14,zfp,3.17,U500,1
14,zfp,3.17,U500,2
14,zfp,3.17,U500,3
14,zfp,3.17,U500,4
14,zfp,3.17,U500,5
14,zfp,3.17,U500,6
14,zfp,3.17,U500,7
14,zfp,3.17,U500,8
14,zfp,3.17,U500,9
14,zfp,3.17,U500,10
14,zfp,3.17,U500,11
14,zfp,3.17,U500,12
14,zfp,3.17,U500,13
14,zfp,3.17,U500,14
14,zfp,3.17,U500,15
14,zfp,3.17,U500,16
14,zfp,3.17,U500,17
14,zfp,3.17,U500,18
14,zfp,3.17,U500,19
14,zfp,3.17,U500,20
14,zfp,3.17,U500,21
14,zfp,3.17,U500,22
14,zfp,3.17,U500,23
14,zfp,2.96,U850,0
14,zfp,2.96,U850,1
14,zfp,2.96,U850,2
14,zfp,2.96,U850,3
14,zfp,2.96,U850,4
14,zfp,2.96,U850,5
14,zfp,2.96,U850,6
14,zfp,2.96,U850,7
14,zfp,2.96,U850,8
