levels,algs,ratios,variable,time
12,bg,nan,ABSORB,69
12,bg,nan,ABSORB,70
12,bg,nan,ABSORB,71
12,bg,nan,ABSORB,72
16,bg,nan,ABSORB,73
12,bg,nan,ABSORB,74
14,bg,nan,ABSORB,75
14,bg,nan,ABSORB,76
12,bg,nan,ABSORB,77
14,bg,nan,ABSORB,78
14,bg,nan,ABSORB,79
14,bg,nan,ABSORB,80
12,bg,nan,ABSORB,81
14,bg,nan,ABSORB,82
12,bg,nan,ABSORB,83
12,bg,nan,ABSORB,84
12,bg,nan,ABSORB,85
14,bg,nan,ABSORB,86
14,bg,nan,ABSORB,87
14,bg,nan,ABSORB,88
14,bg,nan,ABSORB,89
14,bg,nan,ABSORB,90
16,bg,nan,ABSORB,91
14,bg,nan,ABSORB,92
12,bg,nan,ABSORB,93
14,bg,nan,ABSORB,94
12,bg,nan,ABSORB,95
12,bg,nan,ABSORB,96
12,bg,nan,ABSORB,97
14,bg,nan,ABSORB,98
12,bg,nan,ABSORB,99
12,bg,nan,ABSORB,100
14,bg,nan,ABSORB,101
14,bg,nan,ABSORB,102
14,bg,nan,ABSORB,103
14,bg,nan,ABSORB,104
14,bg,nan,ABSORB,105
12,bg,nan,ABSORB,106
12,bg,nan,ABSORB,107
12,bg,nan,ABSORB,108
14,bg,nan,ABSORB,109
14,bg,nan,ABSORB,110
14,bg,nan,ABSORB,111
12,bg,nan,ABSORB,112
14,bg,nan,ABSORB,113
14,bg,nan,ABSORB,114
12,bg,nan,ABSORB,115
14,bg,nan,ABSORB,116
14,bg,nan,ABSORB,117
12,bg,nan,ABSORB,118
14,bg,nan,ABSORB,119
14,bg,nan,ABSORB,120
12,bg,nan,ABSORB,121
12,bg,nan,ABSORB,122
14,bg,nan,ABSORB,123
14,bg,nan,ABSORB,124
12,bg,nan,ABSORB,125
14,bg,nan,ABSORB,126
14,bg,nan,ABSORB,127
14,bg,nan,ABSORB,128
14,bg,nan,ABSORB,129
14,bg,nan,ABSORB,130
14,bg,nan,ABSORB,131
14,bg,nan,ABSORB,132
14,bg,nan,ABSORB,133
14,bg,nan,ABSORB,134
14,bg,nan,ABSORB,135
14,bg,nan,ABSORB,136
14,bg,nan,ABSORB,137
14,bg,nan,ABSORB,138
14,bg,nan,ABSORB,139
14,bg,nan,ABSORB,140
14,bg,nan,ABSORB,141
14,bg,nan,ABSORB,142
14,bg,nan,ABSORB,143
14,bg,nan,ABSORB,144
12,bg,nan,ABSORB,145
14,bg,nan,ABSORB,146
14,bg,nan,ABSORB,147
14,bg,nan,ABSORB,148
12,bg,nan,ABSORB,149
14,bg,nan,ABSORB,150
16,bg,nan,ABSORB,151
14,bg,nan,ABSORB,152
14,bg,nan,ABSORB,153
12,bg,nan,ABSORB,154
14,bg,nan,ABSORB,155
14,bg,nan,ABSORB,156
12,bg,nan,ABSORB,157
14,bg,nan,ABSORB,158
12,bg,nan,ABSORB,159
14,bg,nan,ABSORB,160
14,bg,nan,ABSORB,161
14,bg,nan,ABSORB,162
14,bg,nan,ABSORB,163
14,bg,nan,ABSORB,164
12,bg,nan,ABSORB,165
12,bg,nan,ABSORB,166
14,bg,nan,ABSORB,167
14,bg,nan,ABSORB,168
14,bg,nan,ABSORB,169
14,bg,nan,ABSORB,170
14,bg,nan,ABSORB,171
14,bg,nan,ABSORB,172
14,bg,nan,ABSORB,173
12,bg,nan,ABSORB,174
14,bg,nan,ABSORB,175
14,bg,nan,ABSORB,176
14,bg,nan,ABSORB,177
14,bg,nan,ABSORB,178
14,bg,nan,ABSORB,179
14,bg,nan,ABSORB,180
12,bg,nan,ABSORB,181
14,bg,nan,ABSORB,182
14,bg,nan,ABSORB,183
14,bg,nan,ABSORB,184
12,bg,nan,ABSORB,185
14,bg,nan,ABSORB,186
14,bg,nan,ABSORB,187
14,bg,nan,ABSORB,188
14,bg,nan,ABSORB,189
14,bg,nan,ABSORB,190
14,bg,nan,ABSORB,191
14,bg,nan,ABSORB,192
16,bg,nan,ABSORB,193
14,bg,nan,ABSORB,194
14,bg,nan,ABSORB,195
14,bg,nan,ABSORB,196
14,bg,nan,ABSORB,197
12,bg,nan,ABSORB,198
14,bg,nan,ABSORB,199
12,bg,nan,ABSORB,200
14,bg,nan,ABSORB,201
12,bg,nan,ABSORB,202
12,bg,nan,ABSORB,203
14,bg,nan,ABSORB,204
14,bg,nan,ABSORB,205
14,bg,nan,ABSORB,206
14,bg,nan,ABSORB,207
14,bg,nan,ABSORB,208
14,bg,nan,ABSORB,209
12,bg,nan,ABSORB,210
14,bg,nan,ABSORB,211
14,bg,nan,ABSORB,212
14,bg,nan,ABSORB,213
12,bg,nan,ABSORB,214
14,bg,nan,ABSORB,215
14,bg,nan,ABSORB,216
12,bg,nan,ABSORB,217
14,bg,nan,ABSORB,218
14,bg,nan,ABSORB,219
12,bg,nan,ABSORB,220
14,bg,nan,ABSORB,221
14,bg,nan,ABSORB,222
14,bg,nan,ABSORB,223
16,bg,nan,ABSORB,224
14,bg,nan,ABSORB,225
14,bg,nan,ABSORB,226
14,bg,nan,ABSORB,227
14,bg,nan,ABSORB,228
14,bg,nan,ABSORB,229
14,bg,nan,ABSORB,230
14,bg,nan,ABSORB,231
12,bg,nan,ABSORB,232
14,bg,nan,ABSORB,233
14,bg,nan,ABSORB,234
14,bg,nan,ABSORB,235
14,bg,nan,ABSORB,236
14,bg,nan,ABSORB,237
14,bg,nan,ABSORB,238
12,bg,nan,ABSORB,239
14,bg,nan,ABSORB,240
12,bg,nan,ABSORB,241
14,bg,nan,ABSORB,242
14,bg,nan,ABSORB,243
14,bg,nan,ABSORB,244
14,bg,nan,ABSORB,245
14,bg,nan,ABSORB,246
14,bg,nan,ABSORB,247
14,bg,nan,ABSORB,248
14,bg,nan,ABSORB,249
14,bg,nan,ABSORB,250
14,bg,nan,ABSORB,251
12,bg,nan,ABSORB,252
14,bg,nan,ABSORB,253
12,bg,nan,ABSORB,254
12,bg,nan,ABSORB,255
12,bg,nan,ABSORB,256
14,bg,nan,ABSORB,257
14,bg,nan,ABSORB,258
14,bg,nan,ABSORB,259
14,bg,nan,ABSORB,260
14,bg,nan,ABSORB,261
14,bg,nan,ABSORB,262
14,bg,nan,ABSORB,263
14,bg,nan,ABSORB,264
14,bg,nan,ABSORB,265
14,bg,nan,ABSORB,266
14,bg,nan,ABSORB,267
14,bg,nan,ABSORB,268
14,bg,nan,ABSORB,269
14,bg,nan,ABSORB,270
14,bg,nan,ABSORB,271
14,bg,nan,ABSORB,272
12,bg,nan,ABSORB,273
14,bg,nan,ABSORB,274
14,bg,nan,ABSORB,275
14,bg,nan,ABSORB,276
14,bg,nan,ABSORB,277
12,bg,nan,ABSORB,278
14,bg,nan,ABSORB,279
12,bg,nan,ABSORB,280
14,bg,nan,ABSORB,281
14,bg,nan,ABSORB,282
14,bg,nan,ABSORB,283
14,bg,nan,ABSORB,284
14,bg,nan,ABSORB,285
12,bg,nan,ABSORB,286
14,bg,nan,ABSORB,287
14,bg,nan,ABSORB,288
14,bg,nan,ABSORB,289
14,bg,nan,ABSORB,290
14,bg,nan,ABSORB,291
14,bg,nan,ABSORB,292
12,bg,nan,ABSORB,293
14,bg,nan,ABSORB,294
14,bg,nan,ABSORB,295
16,bg,nan,ABSORB,296
14,bg,nan,ABSORB,297
14,bg,nan,ABSORB,298
14,bg,nan,ABSORB,299
14,bg,nan,ABSORB,300
16,bg,nan,ABSORB,301
14,bg,nan,ABSORB,302
14,bg,nan,ABSORB,303
14,bg,nan,ABSORB,304
14,bg,nan,ABSORB,305
14,bg,nan,ABSORB,306
12,bg,nan,ABSORB,307
14,bg,nan,ABSORB,308
12,bg,nan,ABSORB,309
12,bg,nan,ABSORB,310
14,bg,nan,ABSORB,311
14,bg,nan,ABSORB,312
12,bg,nan,ABSORB,313
14,bg,nan,ABSORB,314
14,bg,nan,ABSORB,315
14,bg,nan,ABSORB,316
14,bg,nan,ABSORB,317
12,bg,nan,ABSORB,318
12,bg,nan,ABSORB,319
14,bg,nan,ABSORB,320
14,bg,nan,ABSORB,321
14,bg,nan,ABSORB,322
12,bg,nan,ABSORB,323
14,bg,nan,ABSORB,324
14,bg,nan,ABSORB,325
14,bg,nan,ABSORB,326
14,bg,nan,ABSORB,327
14,bg,nan,ABSORB,328
14,bg,nan,ABSORB,329
14,bg,nan,ABSORB,330
14,bg,nan,ABSORB,331
14,bg,nan,ABSORB,332
12,bg,nan,ABSORB,333
14,bg,nan,ABSORB,334
14,bg,nan,ABSORB,335
12,bg,nan,ABSORB,336
14,bg,nan,ABSORB,337
14,bg,nan,ABSORB,338
14,bg,nan,ABSORB,339
14,bg,nan,ABSORB,340
14,bg,nan,ABSORB,341
14,bg,nan,ABSORB,342
14,bg,nan,ABSORB,343
12,bg,nan,ABSORB,344
14,bg,nan,ABSORB,345
14,bg,nan,ABSORB,346
14,bg,nan,ABSORB,347
14,bg,nan,ABSORB,348
14,bg,nan,ABSORB,349
14,bg,nan,ABSORB,350
14,bg,nan,ABSORB,351
14,bg,nan,ABSORB,352
12,bg,nan,ABSORB,353
14,bg,nan,ABSORB,354
14,bg,nan,ABSORB,355
14,bg,nan,ABSORB,356
14,bg,nan,ABSORB,357
14,bg,nan,ABSORB,358
14,bg,nan,ABSORB,359
2,bg,nan,ANRAIN,0
2,bg,nan,ANRAIN,1
2,bg,nan,ANRAIN,2
2,bg,nan,ANRAIN,3
2,bg,nan,ANRAIN,4
2,bg,nan,ANRAIN,5
2,bg,nan,ANRAIN,6
2,bg,nan,ANRAIN,7
2,bg,nan,ANRAIN,8
2,bg,nan,ANRAIN,9
2,bg,nan,ANRAIN,10
2,bg,nan,ANRAIN,11
2,bg,nan,ANRAIN,12
2,bg,nan,ANRAIN,13
2,bg,nan,ANRAIN,14
2,bg,nan,ANRAIN,15
2,bg,nan,ANRAIN,16
2,bg,nan,ANRAIN,17
2,bg,nan,ANRAIN,18
2,bg,nan,ANRAIN,19
2,bg,nan,ANRAIN,20
2,bg,nan,ANRAIN,21
2,bg,nan,ANRAIN,22
2,bg,nan,ANRAIN,23
2,bg,nan,ANRAIN,24
2,bg,nan,ANRAIN,25
2,bg,nan,ANRAIN,26
2,bg,nan,ANRAIN,27
2,bg,nan,ANRAIN,28
2,bg,nan,ANRAIN,29
2,bg,nan,ANRAIN,30
2,bg,nan,ANRAIN,31
2,bg,nan,ANRAIN,32
2,bg,nan,ANRAIN,33
2,bg,nan,ANRAIN,34
2,bg,nan,ANRAIN,35
2,bg,nan,ANRAIN,36
2,bg,nan,ANRAIN,37
2,bg,nan,ANRAIN,38
2,bg,nan,ANRAIN,39
2,bg,nan,ANRAIN,40
2,bg,nan,ANRAIN,41
2,bg,nan,ANRAIN,42
2,bg,nan,ANRAIN,43
2,bg,nan,ANRAIN,44
2,bg,nan,ANRAIN,45
2,bg,nan,ANRAIN,46
2,bg,nan,ANRAIN,47
2,bg,nan,ANRAIN,48
2,bg,nan,ANRAIN,49
2,bg,nan,ANRAIN,50
2,bg,nan,ANRAIN,51
2,bg,nan,ANRAIN,52
2,bg,nan,ANRAIN,53
2,bg,nan,ANRAIN,54
2,bg,nan,ANRAIN,55
2,bg,nan,ANRAIN,56
2,bg,nan,ANRAIN,57
2,bg,nan,ANRAIN,58
2,bg,nan,ANRAIN,59
2,bg,nan,ANRAIN,60
2,bg,nan,ANRAIN,61
2,bg,nan,ANRAIN,62
2,bg,nan,ANRAIN,63
2,bg,nan,ANRAIN,64
2,bg,nan,ANRAIN,65
2,bg,nan,ANRAIN,66
2,bg,nan,ANRAIN,67
2,bg,nan,ANRAIN,68
2,bg,nan,ANRAIN,69
2,bg,nan,ANRAIN,70
2,bg,nan,ANRAIN,71
2,bg,nan,ANRAIN,72
2,bg,nan,ANRAIN,73
2,bg,nan,ANRAIN,74
2,bg,nan,ANRAIN,75
2,bg,nan,ANRAIN,76
2,bg,nan,ANRAIN,77
2,bg,nan,ANRAIN,78
2,bg,nan,ANRAIN,79
2,bg,nan,ANRAIN,80
2,bg,nan,ANRAIN,81
2,bg,nan,ANRAIN,82
2,bg,nan,ANRAIN,83
2,bg,nan,ANRAIN,84
2,bg,nan,ANRAIN,85
2,bg,nan,ANRAIN,86
2,bg,nan,ANRAIN,87
2,bg,nan,ANRAIN,88
2,bg,nan,ANRAIN,89
2,bg,nan,ANRAIN,90
2,bg,nan,ANRAIN,91
2,bg,nan,ANRAIN,92
2,bg,nan,ANRAIN,93
2,bg,nan,ANRAIN,94
2,bg,nan,ANRAIN,95
2,bg,nan,ANRAIN,96
2,bg,nan,ANRAIN,97
2,bg,nan,ANRAIN,98
2,bg,nan,ANRAIN,99
2,bg,nan,ANRAIN,100
2,bg,nan,ANRAIN,101
2,bg,nan,ANRAIN,102
2,bg,nan,ANRAIN,103
2,bg,nan,ANRAIN,104
2,bg,nan,ANRAIN,105
2,bg,nan,ANRAIN,106
2,bg,nan,ANRAIN,107
2,bg,nan,ANRAIN,108
2,bg,nan,ANRAIN,109
2,bg,nan,ANRAIN,110
2,bg,nan,ANRAIN,111
2,bg,nan,ANRAIN,112
2,bg,nan,ANRAIN,113
2,bg,nan,ANRAIN,114
2,bg,nan,ANRAIN,115
2,bg,nan,ANRAIN,116
2,bg,nan,ANRAIN,117
2,bg,nan,ANRAIN,118
2,bg,nan,ANRAIN,119
2,bg,nan,ANRAIN,120
2,bg,nan,ANRAIN,121
2,bg,nan,ANRAIN,122
2,bg,nan,ANRAIN,123
2,bg,nan,ANRAIN,124
2,bg,nan,ANRAIN,125
2,bg,nan,ANRAIN,126
2,bg,nan,ANRAIN,127
2,bg,nan,ANRAIN,128
2,bg,nan,ANRAIN,129
2,bg,nan,ANRAIN,130
2,bg,nan,ANRAIN,131
2,bg,nan,ANRAIN,132
2,bg,nan,ANRAIN,133
2,bg,nan,ANRAIN,134
2,bg,nan,ANRAIN,135
2,bg,nan,ANRAIN,136
2,bg,nan,ANRAIN,137
2,bg,nan,ANRAIN,138
2,bg,nan,ANRAIN,139
2,bg,nan,ANRAIN,140
2,bg,nan,ANRAIN,141
2,bg,nan,ANRAIN,142
2,bg,nan,ANRAIN,143
2,bg,nan,ANRAIN,144
2,bg,nan,ANRAIN,145
2,bg,nan,ANRAIN,146
2,bg,nan,ANRAIN,147
2,bg,nan,ANRAIN,148
2,bg,nan,ANRAIN,149
2,bg,nan,ANRAIN,150
2,bg,nan,ANRAIN,151
2,bg,nan,ANRAIN,152
2,bg,nan,ANRAIN,153
2,bg,nan,ANRAIN,154
2,bg,nan,ANRAIN,155
2,bg,nan,ANRAIN,156
2,bg,nan,ANRAIN,157
2,bg,nan,ANRAIN,158
2,bg,nan,ANRAIN,159
2,bg,nan,ANRAIN,160
2,bg,nan,ANRAIN,161
2,bg,nan,ANRAIN,162
2,bg,nan,ANRAIN,163
2,bg,nan,ANRAIN,164
2,bg,nan,ANRAIN,165
2,bg,nan,ANRAIN,166
2,bg,nan,ANRAIN,167
2,bg,nan,ANRAIN,168
2,bg,nan,ANRAIN,169
2,bg,nan,ANRAIN,170
2,bg,nan,ANRAIN,171
2,bg,nan,ANRAIN,172
2,bg,nan,ANRAIN,173
2,bg,nan,ANRAIN,174
2,bg,nan,ANRAIN,175
2,bg,nan,ANRAIN,176
2,bg,nan,ANRAIN,177
2,bg,nan,ANRAIN,178
2,bg,nan,ANRAIN,179
2,bg,nan,ANRAIN,180
2,bg,nan,ANRAIN,181
2,bg,nan,ANRAIN,182
2,bg,nan,ANRAIN,183
2,bg,nan,ANRAIN,184
2,bg,nan,ANRAIN,185
2,bg,nan,ANRAIN,186
2,bg,nan,ANRAIN,187
2,bg,nan,ANRAIN,188
2,bg,nan,ANRAIN,189
2,bg,nan,ANRAIN,190
2,bg,nan,ANRAIN,191
2,bg,nan,ANRAIN,192
2,bg,nan,ANRAIN,193
2,bg,nan,ANRAIN,194
2,bg,nan,ANRAIN,195
2,bg,nan,ANRAIN,196
2,bg,nan,ANRAIN,197
2,bg,nan,ANRAIN,198
2,bg,nan,ANRAIN,199
2,bg,nan,ANRAIN,200
2,bg,nan,ANRAIN,201
2,bg,nan,ANRAIN,202
2,bg,nan,ANRAIN,203
2,bg,nan,ANRAIN,204
2,bg,nan,ANRAIN,205
2,bg,nan,ANRAIN,206
2,bg,nan,ANRAIN,207
2,bg,nan,ANRAIN,208
2,bg,nan,ANRAIN,209
2,bg,nan,ANRAIN,210
2,bg,nan,ANRAIN,211
2,bg,nan,ANRAIN,212
2,bg,nan,ANRAIN,213
2,bg,nan,ANRAIN,214
2,bg,nan,ANRAIN,215
2,bg,nan,ANRAIN,216
2,bg,nan,ANRAIN,217
2,bg,nan,ANRAIN,218
2,bg,nan,ANRAIN,219
2,bg,nan,ANRAIN,220
2,bg,nan,ANRAIN,221
2,bg,nan,ANRAIN,222
2,bg,nan,ANRAIN,223
2,bg,nan,ANRAIN,224
2,bg,nan,ANRAIN,225
2,bg,nan,ANRAIN,226
2,bg,nan,ANRAIN,227
2,bg,nan,ANRAIN,228
2,bg,nan,ANRAIN,229
2,bg,nan,ANRAIN,230
2,bg,nan,ANRAIN,231
2,bg,nan,ANRAIN,232
2,bg,nan,ANRAIN,233
2,bg,nan,ANRAIN,234
2,bg,nan,ANRAIN,235
2,bg,nan,ANRAIN,236
2,bg,nan,ANRAIN,237
2,bg,nan,ANRAIN,238
2,bg,nan,ANRAIN,239
2,bg,nan,ANRAIN,240
2,bg,nan,ANRAIN,241
2,bg,nan,ANRAIN,242
2,bg,nan,ANRAIN,243
2,bg,nan,ANRAIN,244
2,bg,nan,ANRAIN,245
2,bg,nan,ANRAIN,246
2,bg,nan,ANRAIN,247
2,bg,nan,ANRAIN,248
2,bg,nan,ANRAIN,249
2,bg,nan,ANRAIN,250
2,bg,nan,ANRAIN,251
2,bg,nan,ANRAIN,252
2,bg,nan,ANRAIN,253
2,bg,nan,ANRAIN,254
2,bg,nan,ANRAIN,255
2,bg,nan,ANRAIN,256
2,bg,nan,ANRAIN,257
2,bg,nan,ANRAIN,258
2,bg,nan,ANRAIN,259
2,bg,nan,ANRAIN,260
2,bg,nan,ANRAIN,261
2,bg,nan,ANRAIN,262
2,bg,nan,ANRAIN,263
2,bg,nan,ANRAIN,264
2,bg,nan,ANRAIN,265
2,bg,nan,ANRAIN,266
2,bg,nan,ANRAIN,267
2,bg,nan,ANRAIN,268
2,bg,nan,ANRAIN,269
2,bg,nan,ANRAIN,270
2,bg,nan,ANRAIN,271
2,bg,nan,ANRAIN,272
2,bg,nan,ANRAIN,273
2,bg,nan,ANRAIN,274
2,bg,nan,ANRAIN,275
2,bg,nan,ANRAIN,276
2,bg,nan,ANRAIN,277
2,bg,nan,ANRAIN,278
2,bg,nan,ANRAIN,279
2,bg,nan,ANRAIN,280
2,bg,nan,ANRAIN,281
2,bg,nan,ANRAIN,282
2,bg,nan,ANRAIN,283
2,bg,nan,ANRAIN,284
2,bg,nan,ANRAIN,285
2,bg,nan,ANRAIN,286
2,bg,nan,ANRAIN,287
2,bg,nan,ANRAIN,288
2,bg,nan,ANRAIN,289
2,bg,nan,ANRAIN,290
2,bg,nan,ANRAIN,291
2,bg,nan,ANRAIN,292
2,bg,nan,ANRAIN,293
2,bg,nan,ANRAIN,294
2,bg,nan,ANRAIN,295
2,bg,nan,ANRAIN,296
2,bg,nan,ANRAIN,297
2,bg,nan,ANRAIN,298
2,bg,nan,ANRAIN,299
2,bg,nan,ANRAIN,300
2,bg,nan,ANRAIN,301
2,bg,nan,ANRAIN,302
2,bg,nan,ANRAIN,303
2,bg,nan,ANRAIN,304
2,bg,nan,ANRAIN,305
2,bg,nan,ANRAIN,306
2,bg,nan,ANRAIN,307
2,bg,nan,ANRAIN,308
2,bg,nan,ANRAIN,309
2,bg,nan,ANRAIN,310
2,bg,nan,ANRAIN,311
2,bg,nan,ANRAIN,312
2,bg,nan,ANRAIN,313
2,bg,nan,ANRAIN,314
2,bg,nan,ANRAIN,315
2,bg,nan,ANRAIN,316
2,bg,nan,ANRAIN,317
2,bg,nan,ANRAIN,318
2,bg,nan,ANRAIN,319
2,bg,nan,ANRAIN,320
2,bg,nan,ANRAIN,321
2,bg,nan,ANRAIN,322
2,bg,nan,ANRAIN,323
2,bg,nan,ANRAIN,324
2,bg,nan,ANRAIN,325
2,bg,nan,ANRAIN,326
2,bg,nan,ANRAIN,327
2,bg,nan,ANRAIN,328
2,bg,nan,ANRAIN,329
2,bg,nan,ANRAIN,330
2,bg,nan,ANRAIN,331
2,bg,nan,ANRAIN,332
2,bg,nan,ANRAIN,333
2,bg,nan,ANRAIN,334
2,bg,nan,ANRAIN,335
2,bg,nan,ANRAIN,336
2,bg,nan,ANRAIN,337
2,bg,nan,ANRAIN,338
2,bg,nan,ANRAIN,339
2,bg,nan,ANRAIN,340
2,bg,nan,ANRAIN,341
2,bg,nan,ANRAIN,342
2,bg,nan,ANRAIN,343
2,bg,nan,ANRAIN,344
2,bg,nan,ANRAIN,345
2,bg,nan,ANRAIN,346
2,bg,nan,ANRAIN,347
2,bg,nan,ANRAIN,348
2,bg,nan,ANRAIN,349
2,bg,nan,ANRAIN,350
2,bg,nan,ANRAIN,351
2,bg,nan,ANRAIN,352
2,bg,nan,ANRAIN,353
2,bg,nan,ANRAIN,354
2,bg,nan,ANRAIN,355
2,bg,nan,ANRAIN,356
2,bg,nan,ANRAIN,357
2,bg,nan,ANRAIN,358
2,bg,nan,ANRAIN,359
2,bg,nan,ANSNOW,0
2,bg,nan,ANSNOW,1
2,bg,nan,ANSNOW,2
2,bg,nan,ANSNOW,3
2,bg,nan,ANSNOW,4
2,bg,nan,ANSNOW,5
2,bg,nan,ANSNOW,6
2,bg,nan,ANSNOW,7
2,bg,nan,ANSNOW,8
2,bg,nan,ANSNOW,9
2,bg,nan,ANSNOW,10
2,bg,nan,ANSNOW,11
2,bg,nan,ANSNOW,12
2,bg,nan,ANSNOW,13
2,bg,nan,ANSNOW,14
2,bg,nan,ANSNOW,15
2,bg,nan,ANSNOW,16
2,bg,nan,ANSNOW,17
2,bg,nan,ANSNOW,18
2,bg,nan,ANSNOW,19
2,bg,nan,ANSNOW,20
2,bg,nan,ANSNOW,21
2,bg,nan,ANSNOW,22
2,bg,nan,ANSNOW,23
2,bg,nan,ANSNOW,24
2,bg,nan,ANSNOW,25
2,bg,nan,ANSNOW,26
2,bg,nan,ANSNOW,27
2,bg,nan,ANSNOW,28
2,bg,nan,ANSNOW,29
2,bg,nan,ANSNOW,30
2,bg,nan,ANSNOW,31
2,bg,nan,ANSNOW,32
2,bg,nan,ANSNOW,33
2,bg,nan,ANSNOW,34
2,bg,nan,ANSNOW,35
2,bg,nan,ANSNOW,36
2,bg,nan,ANSNOW,37
2,bg,nan,ANSNOW,38
2,bg,nan,ANSNOW,39
2,bg,nan,ANSNOW,40
2,bg,nan,ANSNOW,41
2,bg,nan,ANSNOW,42
2,bg,nan,ANSNOW,43
2,bg,nan,ANSNOW,44
2,bg,nan,ANSNOW,45
2,bg,nan,ANSNOW,46
2,bg,nan,ANSNOW,47
2,bg,nan,ANSNOW,48
2,bg,nan,ANSNOW,49
2,bg,nan,ANSNOW,50
2,bg,nan,ANSNOW,51
2,bg,nan,ANSNOW,52
2,bg,nan,ANSNOW,53
2,bg,nan,ANSNOW,54
2,bg,nan,ANSNOW,55
2,bg,nan,ANSNOW,56
2,bg,nan,ANSNOW,57
2,bg,nan,ANSNOW,58
2,bg,nan,ANSNOW,59
2,bg,nan,ANSNOW,60
2,bg,nan,ANSNOW,61
2,bg,nan,ANSNOW,62
2,bg,nan,ANSNOW,63
2,bg,nan,ANSNOW,64
2,bg,nan,ANSNOW,65
2,bg,nan,ANSNOW,66
2,bg,nan,ANSNOW,67
2,bg,nan,ANSNOW,68
2,bg,nan,ANSNOW,69
2,bg,nan,ANSNOW,70
2,bg,nan,ANSNOW,71
2,bg,nan,ANSNOW,72
2,bg,nan,ANSNOW,73
2,bg,nan,ANSNOW,74
2,bg,nan,ANSNOW,75
2,bg,nan,ANSNOW,76
2,bg,nan,ANSNOW,77
2,bg,nan,ANSNOW,78
2,bg,nan,ANSNOW,79
2,bg,nan,ANSNOW,80
2,bg,nan,ANSNOW,81
2,bg,nan,ANSNOW,82
2,bg,nan,ANSNOW,83
2,bg,nan,ANSNOW,84
2,bg,nan,ANSNOW,85
2,bg,nan,ANSNOW,86
2,bg,nan,ANSNOW,87
2,bg,nan,ANSNOW,88
2,bg,nan,ANSNOW,89
2,bg,nan,ANSNOW,90
2,bg,nan,ANSNOW,91
2,bg,nan,ANSNOW,92
2,bg,nan,ANSNOW,93
2,bg,nan,ANSNOW,94
2,bg,nan,ANSNOW,95
2,bg,nan,ANSNOW,96
2,bg,nan,ANSNOW,97
2,bg,nan,ANSNOW,98
2,bg,nan,ANSNOW,99
2,bg,nan,ANSNOW,100
2,bg,nan,ANSNOW,101
2,bg,nan,ANSNOW,102
2,bg,nan,ANSNOW,103
2,bg,nan,ANSNOW,104
2,bg,nan,ANSNOW,105
2,bg,nan,ANSNOW,106
2,bg,nan,ANSNOW,107
2,bg,nan,ANSNOW,108
2,bg,nan,ANSNOW,109
2,bg,nan,ANSNOW,110
2,bg,nan,ANSNOW,111
2,bg,nan,ANSNOW,112
2,bg,nan,ANSNOW,113
2,bg,nan,ANSNOW,114
2,bg,nan,ANSNOW,115
2,bg,nan,ANSNOW,116
2,bg,nan,ANSNOW,117
2,bg,nan,ANSNOW,118
2,bg,nan,ANSNOW,119
2,bg,nan,ANSNOW,120
2,bg,nan,ANSNOW,121
