levels,algs,ratios,variable,time
100000,zfp,1.00,ABSORB,87
100000,zfp,1.00,ABSORB,88
100000,zfp,1.00,ABSORB,89
26,zfp,1.00,ABSORB,90
100000,zfp,1.00,ABSORB,91
100000,zfp,1.00,ABSORB,92
14,zfp,3.42,ABSORB,93
100000,zfp,3.42,ABSORB,94
100000,zfp,3.42,ABSORB,95
26,zfp,3.42,ABSORB,96
26,zfp,3.42,ABSORB,97
100000,zfp,3.42,ABSORB,98
14,zfp,3.42,ABSORB,99
100000,zfp,1.00,ABSORB,100
100000,zfp,1.00,ABSORB,101
100000,zfp,1.00,ABSORB,102
100000,zfp,1.00,ABSORB,103
100000,zfp,1.00,ABSORB,104
100000,zfp,1.00,ABSORB,105
16,zfp,2.59,ABSORB,106
100000,zfp,2.59,ABSORB,107
100000,zfp,2.59,ABSORB,108
26,zfp,2.59,ABSORB,109
26,zfp,2.59,ABSORB,110
100000,zfp,2.59,ABSORB,111
14,zfp,3.42,ABSORB,112
16,zfp,2.59,ABSORB,113
16,zfp,2.59,ABSORB,114
100000,zfp,1.00,ABSORB,115
100000,zfp,1.00,ABSORB,116
100000,zfp,1.00,ABSORB,117
100000,zfp,1.00,ABSORB,118
100000,zfp,1.00,ABSORB,119
14,zfp,3.42,ABSORB,120
100000,zfp,3.42,ABSORB,121
100000,zfp,3.42,ABSORB,122
26,zfp,3.42,ABSORB,123
100000,zfp,1.00,ABSORB,124
26,zfp,1.00,ABSORB,125
100000,zfp,1.00,ABSORB,126
14,zfp,3.42,ABSORB,127
100000,zfp,1.00,ABSORB,128
100000,zfp,1.00,ABSORB,129
100000,zfp,1.00,ABSORB,130
100000,zfp,1.00,ABSORB,131
100000,zfp,1.00,ABSORB,132
14,zfp,3.42,ABSORB,133
100000,zfp,3.42,ABSORB,134
100000,zfp,1.00,ABSORB,135
100000,zfp,1.00,ABSORB,136
26,zfp,1.00,ABSORB,137
26,zfp,1.00,ABSORB,138
100000,zfp,1.00,ABSORB,139
16,zfp,2.59,ABSORB,140
100000,zfp,1.00,ABSORB,141
100000,zfp,1.00,ABSORB,142
100000,zfp,1.00,ABSORB,143
100000,zfp,1.00,ABSORB,144
100000,zfp,1.00,ABSORB,145
100000,zfp,1.00,ABSORB,146
14,zfp,3.42,ABSORB,147
100000,zfp,3.42,ABSORB,148
100000,zfp,3.42,ABSORB,149
26,zfp,3.42,ABSORB,150
26,zfp,3.42,ABSORB,151
100000,zfp,3.42,ABSORB,152
14,zfp,3.42,ABSORB,153
100000,zfp,1.00,ABSORB,154
100000,zfp,1.00,ABSORB,155
100000,zfp,1.00,ABSORB,156
100000,zfp,1.00,ABSORB,157
100000,zfp,1.00,ABSORB,158
100000,zfp,1.00,ABSORB,159
14,zfp,3.42,ABSORB,160
100000,zfp,3.42,ABSORB,161
100000,zfp,3.42,ABSORB,162
26,zfp,3.42,ABSORB,163
26,zfp,3.42,ABSORB,164
100000,zfp,3.42,ABSORB,165
14,zfp,3.42,ABSORB,166
100000,zfp,1.00,ABSORB,167
100000,zfp,1.00,ABSORB,168
100000,zfp,1.00,ABSORB,169
100000,zfp,1.00,ABSORB,170
100000,zfp,1.00,ABSORB,171
100000,zfp,1.00,ABSORB,172
16,zfp,2.59,ABSORB,173
100000,zfp,2.59,ABSORB,174
100000,zfp,2.59,ABSORB,175
26,zfp,2.59,ABSORB,176
26,zfp,2.59,ABSORB,177
100000,zfp,2.59,ABSORB,178
14,zfp,3.42,ABSORB,179
14,zfp,3.42,ABSORB,180
100000,zfp,1.00,ABSORB,181
100000,zfp,1.00,ABSORB,182
100000,zfp,1.00,ABSORB,183
100000,zfp,1.00,ABSORB,184
100000,zfp,1.00,ABSORB,185
14,zfp,3.42,ABSORB,186
100000,zfp,3.42,ABSORB,187
100000,zfp,3.42,ABSORB,188
26,zfp,3.42,ABSORB,189
100000,zfp,3.42,ABSORB,190
26,zfp,3.42,ABSORB,191
100000,zfp,3.42,ABSORB,192
16,zfp,2.59,ABSORB,193
100000,zfp,1.00,ABSORB,194
100000,zfp,1.00,ABSORB,195
100000,zfp,1.00,ABSORB,196
100000,zfp,1.00,ABSORB,197
100000,zfp,1.00,ABSORB,198
14,zfp,3.42,ABSORB,199
100000,zfp,3.42,ABSORB,200
100000,zfp,3.42,ABSORB,201
100000,zfp,3.42,ABSORB,202
26,zfp,3.42,ABSORB,203
26,zfp,3.42,ABSORB,204
100000,zfp,3.42,ABSORB,205
16,zfp,2.59,ABSORB,206
100000,zfp,1.00,ABSORB,207
100000,zfp,1.00,ABSORB,208
100000,zfp,1.00,ABSORB,209
100000,zfp,1.00,ABSORB,210
100000,zfp,1.00,ABSORB,211
26,zfp,1.00,ABSORB,212
14,zfp,3.42,ABSORB,213
100000,zfp,3.42,ABSORB,214
100000,zfp,3.42,ABSORB,215
26,zfp,3.42,ABSORB,216
26,zfp,3.42,ABSORB,217
100000,zfp,3.42,ABSORB,218
16,zfp,2.59,ABSORB,219
100000,zfp,1.00,ABSORB,220
100000,zfp,1.00,ABSORB,221
100000,zfp,1.00,ABSORB,222
100000,zfp,1.00,ABSORB,223
26,zfp,1.00,ABSORB,224
100000,zfp,1.00,ABSORB,225
100000,zfp,1.00,ABSORB,226
16,zfp,2.59,ABSORB,227
100000,zfp,2.59,ABSORB,228
100000,zfp,2.59,ABSORB,229
26,zfp,2.59,ABSORB,230
26,zfp,2.59,ABSORB,231
100000,zfp,2.59,ABSORB,232
16,zfp,2.59,ABSORB,233
100000,zfp,1.00,ABSORB,234
100000,zfp,1.00,ABSORB,235
100000,zfp,1.00,ABSORB,236
100000,zfp,1.00,ABSORB,237
100000,zfp,1.00,ABSORB,238
100000,zfp,1.00,ABSORB,239
16,zfp,2.59,ABSORB,240
100000,zfp,2.59,ABSORB,241
100000,zfp,2.59,ABSORB,242
26,zfp,2.59,ABSORB,243
26,zfp,2.59,ABSORB,244
100000,zfp,2.59,ABSORB,245
14,zfp,3.42,ABSORB,246
14,zfp,3.42,ABSORB,247
100000,zfp,1.00,ABSORB,248
100000,zfp,1.00,ABSORB,249
100000,zfp,1.00,ABSORB,250
100000,zfp,1.00,ABSORB,251
100000,zfp,1.00,ABSORB,252
14,zfp,3.42,ABSORB,253
100000,zfp,3.42,ABSORB,254
100000,zfp,3.42,ABSORB,255
26,zfp,3.42,ABSORB,256
100000,zfp,1.00,ABSORB,257
26,zfp,1.00,ABSORB,258
100000,zfp,1.00,ABSORB,259
16,zfp,2.59,ABSORB,260
100000,zfp,1.00,ABSORB,261
100000,zfp,1.00,ABSORB,262
100000,zfp,1.00,ABSORB,263
100000,zfp,1.00,ABSORB,264
100000,zfp,1.00,ABSORB,265
16,zfp,2.59,ABSORB,266
100000,zfp,2.59,ABSORB,267
100000,zfp,1.00,ABSORB,268
100000,zfp,1.00,ABSORB,269
26,zfp,1.00,ABSORB,270
26,zfp,1.00,ABSORB,271
100000,zfp,1.00,ABSORB,272
14,zfp,3.42,ABSORB,273
100000,zfp,1.00,ABSORB,274
100000,zfp,1.00,ABSORB,275
100000,zfp,1.00,ABSORB,276
100000,zfp,1.00,ABSORB,277
100000,zfp,1.00,ABSORB,278
100000,zfp,1.00,ABSORB,279
14,zfp,3.42,ABSORB,280
100000,zfp,3.42,ABSORB,281
100000,zfp,3.42,ABSORB,282
26,zfp,3.42,ABSORB,283
26,zfp,3.42,ABSORB,284
100000,zfp,3.42,ABSORB,285
14,zfp,3.42,ABSORB,286
100000,zfp,1.00,ABSORB,287
100000,zfp,1.00,ABSORB,288
100000,zfp,1.00,ABSORB,289
100000,zfp,1.00,ABSORB,290
100000,zfp,1.00,ABSORB,291
14,zfp,3.42,ABSORB,292
100000,zfp,3.42,ABSORB,293
100000,zfp,3.42,ABSORB,294
100000,zfp,3.42,ABSORB,295
26,zfp,3.42,ABSORB,296
26,zfp,3.42,ABSORB,297
100000,zfp,3.42,ABSORB,298
14,zfp,3.42,ABSORB,299
100000,zfp,1.00,ABSORB,300
100000,zfp,1.00,ABSORB,301
100000,zfp,1.00,ABSORB,302
100000,zfp,1.00,ABSORB,303
100000,zfp,1.00,ABSORB,304
26,zfp,1.00,ABSORB,305
16,zfp,2.59,ABSORB,306
100000,zfp,2.59,ABSORB,307
100000,zfp,2.59,ABSORB,308
26,zfp,2.59,ABSORB,309
26,zfp,2.59,ABSORB,310
100000,zfp,2.59,ABSORB,311
14,zfp,3.42,ABSORB,312
100000,zfp,1.00,ABSORB,313
100000,zfp,1.00,ABSORB,314
100000,zfp,1.00,ABSORB,315
26,zfp,1.00,ABSORB,316
100000,zfp,1.00,ABSORB,317
100000,zfp,1.00,ABSORB,318
16,zfp,2.59,ABSORB,319
100000,zfp,2.59,ABSORB,320
100000,zfp,2.59,ABSORB,321
26,zfp,2.59,ABSORB,322
26,zfp,2.59,ABSORB,323
100000,zfp,2.59,ABSORB,324
14,zfp,3.42,ABSORB,325
100000,zfp,1.00,ABSORB,326
100000,zfp,1.00,ABSORB,327
100000,zfp,1.00,ABSORB,328
100000,zfp,1.00,ABSORB,329
100000,zfp,1.00,ABSORB,330
100000,zfp,1.00,ABSORB,331
14,zfp,3.42,ABSORB,332
100000,zfp,3.42,ABSORB,333
100000,zfp,3.42,ABSORB,334
26,zfp,3.42,ABSORB,335
26,zfp,3.42,ABSORB,336
100000,zfp,3.42,ABSORB,337
16,zfp,2.59,ABSORB,338
14,zfp,3.42,ABSORB,339
100000,zfp,1.00,ABSORB,340
100000,zfp,1.00,ABSORB,341
100000,zfp,1.00,ABSORB,342
100000,zfp,1.00,ABSORB,343
100000,zfp,1.00,ABSORB,344
16,zfp,2.59,ABSORB,345
100000,zfp,2.59,ABSORB,346
100000,zfp,2.59,ABSORB,347
26,zfp,2.59,ABSORB,348
100000,zfp,1.00,ABSORB,349
26,zfp,1.00,ABSORB,350
100000,zfp,1.00,ABSORB,351
16,zfp,2.59,ABSORB,352
100000,zfp,1.00,ABSORB,353
100000,zfp,1.00,ABSORB,354
100000,zfp,1.00,ABSORB,355
100000,zfp,1.00,ABSORB,356
100000,zfp,1.00,ABSORB,357
14,zfp,3.42,ABSORB,358
100000,zfp,3.42,ABSORB,359
100000,zfp,1.00,AODABS,0
100000,zfp,1.00,AODABS,1
100000,zfp,1.00,AODABS,2
100000,zfp,1.00,AODABS,3
26,zfp,1.00,AODABS,4
26,zfp,1.00,AODABS,5
100000,zfp,1.00,AODABS,6
16,zfp,2.42,AODABS,7
100000,zfp,1.00,AODABS,8
100000,zfp,1.00,AODABS,9
100000,zfp,1.00,AODABS,10
100000,zfp,1.00,AODABS,11
100000,zfp,1.00,AODABS,12
100000,zfp,1.00,AODABS,13
16,zfp,2.42,AODABS,14
100000,zfp,2.42,AODABS,15
100000,zfp,2.42,AODABS,16
26,zfp,2.42,AODABS,17
26,zfp,2.42,AODABS,18
100000,zfp,2.42,AODABS,19
16,zfp,2.42,AODABS,20
100000,zfp,1.00,AODABS,21
100000,zfp,1.00,AODABS,22
100000,zfp,1.00,AODABS,23
100000,zfp,1.00,AODABS,24
100000,zfp,1.00,AODABS,25
100000,zfp,1.00,AODABS,26
16,zfp,2.42,AODABS,27
100000,zfp,2.42,AODABS,28
100000,zfp,2.42,AODABS,29
26,zfp,2.42,AODABS,30
26,zfp,2.42,AODABS,31
100000,zfp,2.42,AODABS,32
16,zfp,2.42,AODABS,33
100000,zfp,1.00,AODABS,34
100000,zfp,1.00,AODABS,35
100000,zfp,1.00,AODABS,36
100000,zfp,1.00,AODABS,37
100000,zfp,1.00,AODABS,38
100000,zfp,1.00,AODABS,39
16,zfp,2.42,AODABS,40
100000,zfp,2.42,AODABS,41
100000,zfp,2.42,AODABS,42
26,zfp,2.42,AODABS,43
26,zfp,2.42,AODABS,44
100000,zfp,2.42,AODABS,45
16,zfp,2.42,AODABS,46
16,zfp,2.42,AODABS,47
100000,zfp,1.00,AODABS,48
100000,zfp,1.00,AODABS,49
100000,zfp,1.00,AODABS,50
100000,zfp,1.00,AODABS,51
100000,zfp,1.00,AODABS,52
16,zfp,2.42,AODABS,53
100000,zfp,2.42,AODABS,54
100000,zfp,2.42,AODABS,55
26,zfp,2.42,AODABS,56
100000,zfp,2.42,AODABS,57
26,zfp,2.42,AODABS,58
100000,zfp,2.42,AODABS,59
16,zfp,2.42,AODABS,60
100000,zfp,1.00,AODABS,61
100000,zfp,1.00,AODABS,62
100000,zfp,1.00,AODABS,63
100000,zfp,1.00,AODABS,64
100000,zfp,1.00,AODABS,65
16,zfp,2.42,AODABS,66
100000,zfp,2.42,AODABS,67
100000,zfp,2.42,AODABS,68
100000,zfp,2.42,AODABS,69
26,zfp,2.42,AODABS,70
26,zfp,2.42,AODABS,71
100000,zfp,2.42,AODABS,72
16,zfp,2.42,AODABS,73
100000,zfp,1.00,AODABS,74
100000,zfp,1.00,AODABS,75
100000,zfp,1.00,AODABS,76
100000,zfp,1.00,AODABS,77
100000,zfp,1.00,AODABS,78
26,zfp,1.00,AODABS,79
16,zfp,2.42,AODABS,80
100000,zfp,2.42,AODABS,81
100000,zfp,2.42,AODABS,82
26,zfp,2.42,AODABS,83
26,zfp,2.42,AODABS,84
100000,zfp,2.42,AODABS,85
16,zfp,2.42,AODABS,86
100000,zfp,1.00,AODABS,87
100000,zfp,1.00,AODABS,88
100000,zfp,1.00,AODABS,89
26,zfp,1.00,AODABS,90
100000,zfp,1.00,AODABS,91
100000,zfp,1.00,AODABS,92
16,zfp,2.42,AODABS,93
100000,zfp,2.42,AODABS,94
100000,zfp,2.42,AODABS,95
26,zfp,2.42,AODABS,96
26,zfp,2.42,AODABS,97
100000,zfp,2.42,AODABS,98
16,zfp,2.42,AODABS,99
100000,zfp,1.00,AODABS,100
100000,zfp,1.00,AODABS,101
100000,zfp,1.00,AODABS,102
100000,zfp,1.00,AODABS,103
100000,zfp,1.00,AODABS,104
100000,zfp,1.00,AODABS,105
16,zfp,2.42,AODABS,106
100000,zfp,2.42,AODABS,107
100000,zfp,2.42,AODABS,108
26,zfp,2.42,AODABS,109
26,zfp,2.42,AODABS,110
100000,zfp,2.42,AODABS,111
16,zfp,2.42,AODABS,112
16,zfp,2.42,AODABS,113
16,zfp,2.42,AODABS,114
100000,zfp,1.00,AODABS,115
100000,zfp,1.00,AODABS,116
100000,zfp,1.00,AODABS,117
100000,zfp,1.00,AODABS,118
100000,zfp,1.00,AODABS,119
16,zfp,2.42,AODABS,120
100000,zfp,2.42,AODABS,121
100000,zfp,2.42,AODABS,122
26,zfp,2.42,AODABS,123
100000,zfp,1.00,AODABS,124
26,zfp,1.00,AODABS,125
100000,zfp,1.00,AODABS,126
16,zfp,2.42,AODABS,127
100000,zfp,1.00,AODABS,128
100000,zfp,1.00,AODABS,129
100000,zfp,1.00,AODABS,130
100000,zfp,1.00,AODABS,131
100000,zfp,1.00,AODABS,132
16,zfp,2.42,AODABS,133
100000,zfp,2.42,AODABS,134
100000,zfp,1.00,AODABS,135
100000,zfp,1.00,AODABS,136
26,zfp,1.00,AODABS,137
26,zfp,1.00,AODABS,138
100000,zfp,1.00,AODABS,139
16,zfp,2.42,AODABS,140
100000,zfp,1.00,AODABS,141
100000,zfp,1.00,AODABS,142
100000,zfp,1.00,AODABS,143
100000,zfp,1.00,AODABS,144
100000,zfp,1.00,AODABS,145
100000,zfp,1.00,AODABS,146
16,zfp,2.42,AODABS,147
100000,zfp,2.42,AODABS,148
100000,zfp,2.42,AODABS,149
26,zfp,2.42,AODABS,150
26,zfp,2.42,AODABS,151
100000,zfp,2.42,AODABS,152
16,zfp,2.42,AODABS,153
100000,zfp,1.00,AODABS,154
100000,zfp,1.00,AODABS,155
100000,zfp,1.00,AODABS,156
100000,zfp,1.00,AODABS,157
100000,zfp,1.00,AODABS,158
100000,zfp,1.00,AODABS,159
16,zfp,2.42,AODABS,160
100000,zfp,2.42,AODABS,161
100000,zfp,2.42,AODABS,162
26,zfp,2.42,AODABS,163
26,zfp,2.42,AODABS,164
100000,zfp,2.42,AODABS,165
16,zfp,2.42,AODABS,166
100000,zfp,1.00,AODABS,167
100000,zfp,1.00,AODABS,168
100000,zfp,1.00,AODABS,169
100000,zfp,1.00,AODABS,170
100000,zfp,1.00,AODABS,171
100000,zfp,1.00,AODABS,172
16,zfp,2.42,AODABS,173
100000,zfp,2.42,AODABS,174
100000,zfp,2.42,AODABS,175
26,zfp,2.42,AODABS,176
26,zfp,2.42,AODABS,177
100000,zfp,2.42,AODABS,178
16,zfp,2.42,AODABS,179
16,zfp,2.42,AODABS,180
100000,zfp,1.00,AODABS,181
100000,zfp,1.00,AODABS,182
100000,zfp,1.00,AODABS,183
100000,zfp,1.00,AODABS,184
100000,zfp,1.00,AODABS,185
16,zfp,2.42,AODABS,186
100000,zfp,2.42,AODABS,187
100000,zfp,2.42,AODABS,188
26,zfp,2.42,AODABS,189
100000,zfp,2.42,AODABS,190
26,zfp,2.42,AODABS,191
100000,zfp,2.42,AODABS,192
16,zfp,2.42,AODABS,193
100000,zfp,1.00,AODABS,194
100000,zfp,1.00,AODABS,195
100000,zfp,1.00,AODABS,196
100000,zfp,1.00,AODABS,197
100000,zfp,1.00,AODABS,198
16,zfp,2.42,AODABS,199
100000,zfp,2.42,AODABS,200
100000,zfp,2.42,AODABS,201
100000,zfp,2.42,AODABS,202
26,zfp,2.42,AODABS,203
26,zfp,2.42,AODABS,204
100000,zfp,2.42,AODABS,205
16,zfp,2.42,AODABS,206
100000,zfp,1.00,AODABS,207
100000,zfp,1.00,AODABS,208
100000,zfp,1.00,AODABS,209
100000,zfp,1.00,AODABS,210
100000,zfp,1.00,AODABS,211
26,zfp,1.00,AODABS,212
16,zfp,2.42,AODABS,213
100000,zfp,2.42,AODABS,214
100000,zfp,2.42,AODABS,215
26,zfp,2.42,AODABS,216
26,zfp,2.42,AODABS,217
100000,zfp,2.42,AODABS,218
16,zfp,2.42,AODABS,219
100000,zfp,1.00,AODABS,220
100000,zfp,1.00,AODABS,221
100000,zfp,1.00,AODABS,222
100000,zfp,1.00,AODABS,223
26,zfp,1.00,AODABS,224
100000,zfp,1.00,AODABS,225
100000,zfp,1.00,AODABS,226
16,zfp,2.42,AODABS,227
100000,zfp,2.42,AODABS,228
100000,zfp,2.42,AODABS,229
26,zfp,2.42,AODABS,230
26,zfp,2.42,AODABS,231
100000,zfp,2.42,AODABS,232
16,zfp,2.42,AODABS,233
100000,zfp,1.00,AODABS,234
100000,zfp,1.00,AODABS,235
100000,zfp,1.00,AODABS,236
100000,zfp,1.00,AODABS,237
100000,zfp,1.00,AODABS,238
100000,zfp,1.00,AODABS,239
16,zfp,2.42,AODABS,240
100000,zfp,2.42,AODABS,241
100000,zfp,2.42,AODABS,242
26,zfp,2.42,AODABS,243
26,zfp,2.42,AODABS,244
100000,zfp,2.42,AODABS,245
16,zfp,2.42,AODABS,246
16,zfp,2.42,AODABS,247
100000,zfp,1.00,AODABS,248
100000,zfp,1.00,AODABS,249
100000,zfp,1.00,AODABS,250
100000,zfp,1.00,AODABS,251
100000,zfp,1.00,AODABS,252
16,zfp,2.42,AODABS,253
100000,zfp,2.42,AODABS,254
100000,zfp,2.42,AODABS,255
26,zfp,2.42,AODABS,256
100000,zfp,1.00,AODABS,257
26,zfp,1.00,AODABS,258
100000,zfp,1.00,AODABS,259
16,zfp,2.42,AODABS,260
100000,zfp,1.00,AODABS,261
100000,zfp,1.00,AODABS,262
100000,zfp,1.00,AODABS,263
100000,zfp,1.00,AODABS,264
100000,zfp,1.00,AODABS,265
16,zfp,2.42,AODABS,266
100000,zfp,2.42,AODABS,267
100000,zfp,1.00,AODABS,268
100000,zfp,1.00,AODABS,269
26,zfp,1.00,AODABS,270
26,zfp,1.00,AODABS,271
100000,zfp,1.00,AODABS,272
16,zfp,2.42,AODABS,273
100000,zfp,1.00,AODABS,274
100000,zfp,1.00,AODABS,275
100000,zfp,1.00,AODABS,276
100000,zfp,1.00,AODABS,277
100000,zfp,1.00,AODABS,278
100000,zfp,1.00,AODABS,279
16,zfp,2.42,AODABS,280
100000,zfp,2.42,AODABS,281
100000,zfp,2.42,AODABS,282
26,zfp,2.42,AODABS,283
26,zfp,2.42,AODABS,284
100000,zfp,2.42,AODABS,285
16,zfp,2.42,AODABS,286
100000,zfp,1.00,AODABS,287
100000,zfp,1.00,AODABS,288
100000,zfp,1.00,AODABS,289
100000,zfp,1.00,AODABS,290
100000,zfp,1.00,AODABS,291
16,zfp,2.42,AODABS,292
100000,zfp,2.42,AODABS,293
100000,zfp,2.42,AODABS,294
100000,zfp,2.42,AODABS,295
26,zfp,2.42,AODABS,296
26,zfp,2.42,AODABS,297
100000,zfp,2.42,AODABS,298
16,zfp,2.42,AODABS,299
100000,zfp,1.00,AODABS,300
100000,zfp,1.00,AODABS,301
100000,zfp,1.00,AODABS,302
100000,zfp,1.00,AODABS,303
100000,zfp,1.00,AODABS,304
26,zfp,1.00,AODABS,305
16,zfp,2.42,AODABS,306
100000,zfp,2.42,AODABS,307
100000,zfp,2.42,AODABS,308
26,zfp,2.42,AODABS,309
26,zfp,2.42,AODABS,310
100000,zfp,2.42,AODABS,311
16,zfp,2.42,AODABS,312
100000,zfp,1.00,AODABS,313
100000,zfp,1.00,AODABS,314
100000,zfp,1.00,AODABS,315
26,zfp,1.00,AODABS,316
100000,zfp,1.00,AODABS,317
100000,zfp,1.00,AODABS,318
16,zfp,2.42,AODABS,319
100000,zfp,2.42,AODABS,320
100000,zfp,2.42,AODABS,321
26,zfp,2.42,AODABS,322
26,zfp,2.42,AODABS,323
100000,zfp,2.42,AODABS,324
16,zfp,2.42,AODABS,325
100000,zfp,1.00,AODABS,326
100000,zfp,1.00,AODABS,327
100000,zfp,1.00,AODABS,328
100000,zfp,1.00,AODABS,329
100000,zfp,1.00,AODABS,330
100000,zfp,1.00,AODABS,331
16,zfp,2.42,AODABS,332
100000,zfp,2.42,AODABS,333
100000,zfp,2.42,AODABS,334
26,zfp,2.42,AODABS,335
26,zfp,2.42,AODABS,336
100000,zfp,2.42,AODABS,337
16,zfp,2.42,AODABS,338
16,zfp,2.42,AODABS,339
100000,zfp,1.00,AODABS,340
100000,zfp,1.00,AODABS,341
100000,zfp,1.00,AODABS,342
100000,zfp,1.00,AODABS,343
100000,zfp,1.00,AODABS,344
16,zfp,2.42,AODABS,345
100000,zfp,2.42,AODABS,346
100000,zfp,2.42,AODABS,347
26,zfp,2.42,AODABS,348
100000,zfp,1.00,AODABS,349
26,zfp,1.00,AODABS,350
100000,zfp,1.00,AODABS,351
16,zfp,2.42,AODABS,352
100000,zfp,1.00,AODABS,353
100000,zfp,1.00,AODABS,354
100000,zfp,1.00,AODABS,355
100000,zfp,1.00,AODABS,356
100000,zfp,1.00,AODABS,357
16,zfp,2.42,AODABS,358
100000,zfp,2.42,AODABS,359
100000,zfp,1.00,AODDUST1,0
100000,zfp,1.00,AODDUST1,1
100000,zfp,1.00,AODDUST1,2
100000,zfp,1.00,AODDUST1,3
26,zfp,1.00,AODDUST1,4
26,zfp,1.00,AODDUST1,5
100000,zfp,1.00,AODDUST1,6
16,zfp,2.41,AODDUST1,7
100000,zfp,1.00,AODDUST1,8
100000,zfp,1.00,AODDUST1,9
100000,zfp,1.00,AODDUST1,10
100000,zfp,1.00,AODDUST1,11
100000,zfp,1.00,AODDUST1,12
100000,zfp,1.00,AODDUST1,13
16,zfp,2.41,AODDUST1,14
100000,zfp,2.41,AODDUST1,15
100000,zfp,2.41,AODDUST1,16
26,zfp,2.41,AODDUST1,17
26,zfp,2.41,AODDUST1,18
100000,zfp,2.41,AODDUST1,19
16,zfp,2.41,AODDUST1,20
100000,zfp,1.00,AODDUST1,21
100000,zfp,1.00,AODDUST1,22
100000,zfp,1.00,AODDUST1,23
100000,zfp,1.00,AODDUST1,24
100000,zfp,1.00,AODDUST1,25
100000,zfp,1.00,AODDUST1,26
16,zfp,2.41,AODDUST1,27
100000,zfp,2.41,AODDUST1,28
100000,zfp,2.41,AODDUST1,29
26,zfp,2.41,AODDUST1,30
26,zfp,2.41,AODDUST1,31
100000,zfp,2.41,AODDUST1,32
16,zfp,2.41,AODDUST1,33
100000,zfp,1.00,AODDUST1,34
100000,zfp,1.00,AODDUST1,35
100000,zfp,1.00,AODDUST1,36
100000,zfp,1.00,AODDUST1,37
100000,zfp,1.00,AODDUST1,38
100000,zfp,1.00,AODDUST1,39
16,zfp,2.41,AODDUST1,40
100000,zfp,2.41,AODDUST1,41
100000,zfp,2.41,AODDUST1,42
26,zfp,2.41,AODDUST1,43
26,zfp,2.41,AODDUST1,44
