levels,algs,ratios,variable,times
18,zfp,1.84,FLNS,122
20,zfp,1.60,FLNS,123
22,zfp,1.42,FLNS,124
18,zfp,1.84,FLNS,125
20,zfp,1.60,FLNS,126
20,zfp,1.60,FLNS,127
20,zfp,1.60,FLNS,128
22,zfp,1.42,FLNS,129
20,zfp,1.60,FLNS,130
18,zfp,1.84,FLNS,131
20,zfp,1.60,FLNS,132
20,zfp,1.60,FLNS,133
20,zfp,1.60,FLNS,134
20,zfp,1.60,FLNS,135
20,zfp,1.60,FLNS,136
20,zfp,1.60,FLNS,137
18,zfp,1.84,FLNS,138
22,zfp,1.42,FLNS,139
22,zfp,1.42,FLNS,140
20,zfp,1.60,FLNS,141
20,zfp,1.60,FLNS,142
20,zfp,1.60,FLNS,143
18,zfp,1.84,FLNS,144
22,zfp,1.42,FLNS,145
18,zfp,1.84,FLNS,146
20,zfp,1.60,FLNS,147
20,zfp,1.60,FLNS,148
18,zfp,1.84,FLNS,149
18,zfp,1.84,FLNS,150
18,zfp,1.84,FLNS,151
22,zfp,1.42,FLNS,152
20,zfp,1.60,FLNS,153
18,zfp,1.84,FLNS,154
20,zfp,1.60,FLNS,155
20,zfp,1.60,FLNS,156
22,zfp,1.42,FLNS,157
20,zfp,1.60,FLNS,158
22,zfp,1.42,FLNS,159
20,zfp,1.60,FLNS,160
18,zfp,1.84,FLNS,161
18,zfp,1.84,FLNS,162
18,zfp,1.84,FLNS,163
20,zfp,1.60,FLNS,164
20,zfp,1.60,FLNS,165
22,zfp,1.42,FLNS,166
20,zfp,1.60,FLNS,167
18,zfp,1.84,FLNS,168
20,zfp,1.60,FLNS,169
20,zfp,1.60,FLNS,170
20,zfp,1.60,FLNS,171
18,zfp,1.84,FLNS,172
22,zfp,1.42,FLNS,173
18,zfp,1.84,FLNS,174
20,zfp,1.60,FLNS,175
18,zfp,1.84,FLNS,176
20,zfp,1.60,FLNS,177
18,zfp,1.84,FLNS,178
20,zfp,1.60,FLNS,179
18,zfp,1.84,FLNS,180
18,zfp,1.84,FLNS,181
22,zfp,1.42,FLNS,182
18,zfp,1.84,FLNS,183
18,zfp,1.84,FLNS,184
18,zfp,1.84,FLNS,185
18,zfp,1.84,FLNS,186
20,zfp,1.60,FLNS,187
20,zfp,1.60,FLNS,188
18,zfp,1.84,FLNS,189
18,zfp,1.84,FLNS,190
18,zfp,1.84,FLNS,191
18,zfp,1.84,FLNS,192
18,zfp,1.84,FLNS,193
18,zfp,1.84,FLNS,194
18,zfp,1.84,FLNS,195
18,zfp,1.84,FLNS,196
18,zfp,1.84,FLNS,197
18,zfp,1.84,FLNS,198
5,bg,1.36,FLNS,199
20,zfp,1.60,FLNS,200
20,zfp,1.60,FLNS,201
18,zfp,1.84,FLNS,202
20,zfp,1.60,FLNS,203
18,zfp,1.84,FLNS,204
18,zfp,1.84,FLNS,205
20,zfp,1.60,FLNS,206
18,zfp,1.84,FLNS,207
18,zfp,1.84,FLNS,208
18,zfp,1.84,FLNS,209
20,zfp,1.60,FLNS,210
20,zfp,1.60,FLNS,211
18,zfp,1.84,FLNS,212
18,zfp,1.84,FLNS,213
18,zfp,1.84,FLNS,214
18,zfp,1.84,FLNS,215
22,zfp,1.42,FLNS,216
22,zfp,1.42,FLNS,217
18,zfp,1.84,FLNS,218
18,zfp,1.84,FLNS,219
20,zfp,1.60,FLNS,220
18,zfp,1.84,FLNS,221
18,zfp,1.84,FLNS,222
20,zfp,1.60,FLNS,223
22,zfp,1.42,FLNS,224
20,zfp,1.60,FLNS,225
20,zfp,1.60,FLNS,226
18,zfp,1.84,FLNS,227
18,zfp,1.84,FLNS,228
18,zfp,1.84,FLNS,229
18,zfp,1.84,FLNS,230
18,zfp,1.84,FLNS,231
18,zfp,1.84,FLNS,232
18,zfp,1.84,FLNS,233
18,zfp,1.84,FLNS,234
20,zfp,1.60,FLNS,235
18,zfp,1.84,FLNS,236
20,zfp,1.60,FLNS,237
18,zfp,1.84,FLNS,238
18,zfp,1.84,FLNS,239
18,zfp,1.84,FLNS,240
18,zfp,1.84,FLNS,241
20,zfp,1.60,FLNS,242
18,zfp,1.84,FLNS,243
18,zfp,1.84,FLNS,244
20,zfp,1.60,FLNS,245
20,zfp,1.60,FLNS,246
20,zfp,1.60,FLNS,247
18,zfp,1.84,FLNS,248
20,zfp,1.60,FLNS,249
20,zfp,1.60,FLNS,250
20,zfp,1.60,FLNS,251
22,zfp,1.42,FLNS,252
20,zfp,1.60,FLNS,253
20,zfp,1.60,FLNS,254
18,zfp,1.84,FLNS,255
18,zfp,1.84,FLNS,256
20,zfp,1.60,FLNS,257
18,zfp,1.84,FLNS,258
20,zfp,1.60,FLNS,259
18,zfp,1.84,FLNS,260
20,zfp,1.60,FLNS,261
20,zfp,1.60,FLNS,262
22,zfp,1.42,FLNS,263
20,zfp,1.60,FLNS,264
18,zfp,1.84,FLNS,265
18,zfp,1.84,FLNS,266
20,zfp,1.60,FLNS,267
20,zfp,1.60,FLNS,268
18,zfp,1.84,FLNS,269
22,zfp,1.42,FLNS,270
20,zfp,1.60,FLNS,271
22,zfp,1.42,FLNS,272
18,zfp,1.84,FLNS,273
20,zfp,1.60,FLNS,274
18,zfp,1.84,FLNS,275
20,zfp,1.60,FLNS,276
22,zfp,1.42,FLNS,277
22,zfp,1.42,FLNS,278
20,zfp,1.60,FLNS,279
20,zfp,1.60,FLNS,280
20,zfp,1.60,FLNS,281
20,zfp,1.60,FLNS,282
18,zfp,1.84,FLNS,283
20,zfp,1.60,FLNS,284
18,zfp,1.84,FLNS,285
20,zfp,1.60,FLNS,286
18,zfp,1.84,FLNS,287
18,zfp,1.84,FLNS,288
22,zfp,1.42,FLNS,289
20,zfp,1.60,FLNS,290
18,zfp,1.84,FLNS,291
18,zfp,1.84,FLNS,292
20,zfp,1.60,FLNS,293
20,zfp,1.60,FLNS,294
18,zfp,1.84,FLNS,295
18,zfp,1.84,FLNS,296
20,zfp,1.60,FLNS,297
20,zfp,1.60,FLNS,298
20,zfp,1.60,FLNS,299
20,zfp,1.60,FLNS,300
18,zfp,1.84,FLNS,301
18,zfp,1.84,FLNS,302
20,zfp,1.60,FLNS,303
20,zfp,1.60,FLNS,304
18,zfp,1.84,FLNS,305
20,zfp,1.60,FLNS,306
20,zfp,1.60,FLNS,307
20,zfp,1.60,FLNS,308
20,zfp,1.60,FLNS,309
18,zfp,1.84,FLNS,310
18,zfp,1.84,FLNS,311
20,zfp,1.60,FLNS,312
22,zfp,1.42,FLNS,313
18,zfp,1.84,FLNS,314
18,zfp,1.84,FLNS,315
18,zfp,1.84,FLNS,316
20,zfp,1.60,FLNS,317
22,zfp,1.42,FLNS,318
18,zfp,1.84,FLNS,319
18,zfp,1.84,FLNS,320
18,zfp,1.84,FLNS,321
18,zfp,1.84,FLNS,322
18,zfp,1.84,FLNS,323
5,bg,1.36,FLNS,324
18,zfp,1.84,FLNS,325
18,zfp,1.84,FLNS,326
18,zfp,1.84,FLNS,327
18,zfp,1.84,FLNS,328
20,zfp,1.60,FLNS,329
20,zfp,1.60,FLNS,330
18,zfp,1.84,FLNS,331
20,zfp,1.60,FLNS,332
20,zfp,1.60,FLNS,333
18,zfp,1.84,FLNS,334
20,zfp,1.60,FLNS,335
20,zfp,1.60,FLNS,336
22,zfp,1.42,FLNS,337
18,zfp,1.84,FLNS,338
20,zfp,1.60,FLNS,339
18,zfp,1.84,FLNS,340
18,zfp,1.84,FLNS,341
20,zfp,1.60,FLNS,342
18,zfp,1.84,FLNS,343
22,zfp,1.42,FLNS,344
20,zfp,1.60,FLNS,345
18,zfp,1.84,FLNS,346
20,zfp,1.60,FLNS,347
18,zfp,1.84,FLNS,348
20,zfp,1.60,FLNS,349
20,zfp,1.60,FLNS,350
22,zfp,1.42,FLNS,351
22,zfp,1.42,FLNS,352
20,zfp,1.60,FLNS,353
18,zfp,1.84,FLNS,354
18,zfp,1.84,FLNS,355
20,zfp,1.60,FLNS,356
18,zfp,1.84,FLNS,357
20,zfp,1.60,FLNS,358
18,zfp,1.84,FLNS,359
20,zfp,1.60,FLNS,360
22,zfp,1.42,FLNS,361
22,zfp,1.42,FLNS,362
20,zfp,1.60,FLNS,363
22,zfp,1.42,FLNS,364
18,zfp,1.84,FLNS,365
18,zfp,1.84,FLNS,366
20,zfp,1.60,FLNS,367
20,zfp,1.60,FLNS,368
18,zfp,1.84,FLNS,369
20,zfp,1.60,FLNS,370
18,zfp,1.84,FLNS,371
18,zfp,1.84,FLNS,372
18,zfp,1.84,FLNS,373
18,zfp,1.84,FLNS,374
20,zfp,1.60,FLNS,375
20,zfp,1.60,FLNS,376
20,zfp,1.60,FLNS,377
22,zfp,1.42,FLNS,378
18,zfp,1.84,FLNS,379
18,zfp,1.84,FLNS,380
18,zfp,1.84,FLNS,381
22,zfp,1.42,FLNS,382
20,zfp,1.60,FLNS,383
18,zfp,1.84,FLNS,384
20,zfp,1.60,FLNS,385
20,zfp,1.60,FLNS,386
20,zfp,1.60,FLNS,387
22,zfp,1.42,FLNS,388
22,zfp,1.42,FLNS,389
18,zfp,1.84,FLNS,390
18,zfp,1.84,FLNS,391
20,zfp,1.60,FLNS,392
20,zfp,1.60,FLNS,393
20,zfp,1.60,FLNS,394
18,zfp,1.84,FLNS,395
20,zfp,1.60,FLNS,396
18,zfp,1.84,FLNS,397
20,zfp,1.60,FLNS,398
20,zfp,1.60,FLNS,399
20,zfp,1.60,FLNS,400
18,zfp,1.84,FLNS,401
20,zfp,1.60,FLNS,402
18,zfp,1.84,FLNS,403
18,zfp,1.84,FLNS,404
18,zfp,1.84,FLNS,405
20,zfp,1.60,FLNS,406
18,zfp,1.84,FLNS,407
20,zfp,1.60,FLNS,408
18,zfp,1.84,FLNS,409
20,zfp,1.60,FLNS,410
18,zfp,1.84,FLNS,411
20,zfp,1.60,FLNS,412
18,zfp,1.84,FLNS,413
18,zfp,1.84,FLNS,414
18,zfp,1.84,FLNS,415
18,zfp,1.84,FLNS,416
20,zfp,1.60,FLNS,417
20,zfp,1.60,FLNS,418
18,zfp,1.84,FLNS,419
18,zfp,1.84,FLNS,420
18,zfp,1.84,FLNS,421
20,zfp,1.60,FLNS,422
20,zfp,1.60,FLNS,423
18,zfp,1.84,FLNS,424
18,zfp,1.84,FLNS,425
22,zfp,1.42,FLNS,426
20,zfp,1.60,FLNS,427
18,zfp,1.84,FLNS,428
18,zfp,1.84,FLNS,429
20,zfp,1.60,FLNS,430
18,zfp,1.84,FLNS,431
20,zfp,1.60,FLNS,432
20,zfp,1.60,FLNS,433
18,zfp,1.84,FLNS,434
20,zfp,1.60,FLNS,435
18,zfp,1.84,FLNS,436
18,zfp,1.84,FLNS,437
20,zfp,1.60,FLNS,438
20,zfp,1.60,FLNS,439
18,zfp,1.84,FLNS,440
18,zfp,1.84,FLNS,441
20,zfp,1.60,FLNS,442
18,zfp,1.84,FLNS,443
18,zfp,1.84,FLNS,444
18,zfp,1.84,FLNS,445
18,zfp,1.84,FLNS,446
18,zfp,1.84,FLNS,447
18,zfp,1.84,FLNS,448
18,zfp,1.84,FLNS,449
18,zfp,1.84,FLNS,450
18,zfp,1.84,FLNS,451
18,zfp,1.84,FLNS,452
20,zfp,1.60,FLNS,453
22,zfp,1.42,FLNS,454
20,zfp,1.60,FLNS,455
18,zfp,1.84,FLNS,456
18,zfp,1.84,FLNS,457
22,zfp,1.42,FLNS,458
18,zfp,1.84,FLNS,459
18,zfp,1.84,FLNS,460
20,zfp,1.60,FLNS,461
18,zfp,1.84,FLNS,462
5,bg,1.36,FLNS,463
18,zfp,1.84,FLNS,464
18,zfp,1.84,FLNS,465
22,zfp,1.42,FLNS,466
18,zfp,1.84,FLNS,467
18,zfp,1.84,FLNS,468
18,zfp,1.84,FLNS,469
20,zfp,1.60,FLNS,470
20,zfp,1.60,FLNS,471
20,zfp,1.60,FLNS,472
20,zfp,1.60,FLNS,473
20,zfp,1.60,FLNS,474
20,zfp,1.60,FLNS,475
20,zfp,1.60,FLNS,476
22,zfp,1.42,FLNS,477
18,zfp,1.84,FLNS,478
20,zfp,1.60,FLNS,479
22,zfp,1.42,FLNS,480
20,zfp,1.60,FLNS,481
20,zfp,1.60,FLNS,482
20,zfp,1.60,FLNS,483
20,zfp,1.60,FLNS,484
20,zfp,1.60,FLNS,485
20,zfp,1.60,FLNS,486
22,zfp,1.42,FLNS,487
20,zfp,1.60,FLNS,488
20,zfp,1.60,FLNS,489
20,zfp,1.60,FLNS,490
20,zfp,1.60,FLNS,491
18,zfp,1.84,FLNS,492
20,zfp,1.60,FLNS,493
22,zfp,1.42,FLNS,494
22,zfp,1.42,FLNS,495
20,zfp,1.60,FLNS,496
20,zfp,1.60,FLNS,497
20,zfp,1.60,FLNS,498
18,zfp,1.84,FLNS,499
20,zfp,1.60,FLNS,500
18,zfp,1.84,FLNS,501
20,zfp,1.60,FLNS,502
22,zfp,1.42,FLNS,503
20,zfp,1.60,FLNS,504
20,zfp,1.60,FLNS,505
22,zfp,1.42,FLNS,506
22,zfp,1.42,FLNS,507
18,zfp,1.84,FLNS,508
18,zfp,1.84,FLNS,509
22,zfp,1.42,FLNS,510
20,zfp,1.60,FLNS,511
18,zfp,1.84,FLNS,512
18,zfp,1.84,FLNS,513
18,zfp,1.84,FLNS,514
18,zfp,1.84,FLNS,515
5,bg,1.36,FLNS,516
20,zfp,1.60,FLNS,517
20,zfp,1.60,FLNS,518
20,zfp,1.60,FLNS,519
22,zfp,1.42,FLNS,520
20,zfp,1.60,FLNS,521
18,zfp,1.84,FLNS,522
18,zfp,1.84,FLNS,523
20,zfp,1.60,FLNS,524
20,zfp,1.60,FLNS,525
18,zfp,1.84,FLNS,526
20,zfp,1.60,FLNS,527
20,zfp,1.60,FLNS,528
22,zfp,1.42,FLNS,529
20,zfp,1.60,FLNS,530
20,zfp,1.60,FLNS,531
22,zfp,1.42,FLNS,532
20,zfp,1.60,FLNS,533
18,zfp,1.84,FLNS,534
20,zfp,1.60,FLNS,535
20,zfp,1.60,FLNS,536
20,zfp,1.60,FLNS,537
20,zfp,1.60,FLNS,538
18,zfp,1.84,FLNS,539
20,zfp,1.60,FLNS,540
18,zfp,1.84,FLNS,541
18,zfp,1.84,FLNS,542
18,zfp,1.84,FLNS,543
18,zfp,1.84,FLNS,544
18,zfp,1.84,FLNS,545
20,zfp,1.60,FLNS,546
22,zfp,1.42,FLNS,547
18,zfp,1.84,FLNS,548
20,zfp,1.60,FLNS,549
18,zfp,1.84,FLNS,550
22,zfp,1.42,FLNS,551
22,zfp,1.42,FLNS,552
20,zfp,1.60,FLNS,553
20,zfp,1.60,FLNS,554
22,zfp,1.42,FLNS,555
20,zfp,1.60,FLNS,556
20,zfp,1.60,FLNS,557
20,zfp,1.60,FLNS,558
18,zfp,1.84,FLNS,559
18,zfp,1.84,FLNS,560
18,zfp,1.84,FLNS,561
18,zfp,1.84,FLNS,562
20,zfp,1.60,FLNS,563
18,zfp,1.84,FLNS,564
18,zfp,1.84,FLNS,565
18,zfp,1.84,FLNS,566
18,zfp,1.84,FLNS,567
18,zfp,1.84,FLNS,568
20,zfp,1.60,FLNS,569
22,zfp,1.42,FLNS,570
20,zfp,1.60,FLNS,571
20,zfp,1.60,FLNS,572
18,zfp,1.84,FLNS,573
20,zfp,1.60,FLNS,574
20,zfp,1.60,FLNS,575
22,zfp,1.42,FLNS,576
18,zfp,1.84,FLNS,577
22,zfp,1.42,FLNS,578
20,zfp,1.60,FLNS,579
20,zfp,1.60,FLNS,580
18,zfp,1.84,FLNS,581
20,zfp,1.60,FLNS,582
20,zfp,1.60,FLNS,583
22,zfp,1.42,FLNS,584
20,zfp,1.60,FLNS,585
18,zfp,1.84,FLNS,586
18,zfp,1.84,FLNS,587
18,zfp,1.84,FLNS,588
22,zfp,1.42,FLNS,589
18,zfp,1.84,FLNS,590
18,zfp,1.84,FLNS,591
20,zfp,1.60,FLNS,592
22,zfp,1.42,FLNS,593
20,zfp,1.60,FLNS,594
20,zfp,1.60,FLNS,595
18,zfp,1.84,FLNS,596
20,zfp,1.60,FLNS,597
22,zfp,1.42,FLNS,598
20,zfp,1.60,FLNS,599
20,zfp,1.60,FLNS,600
18,zfp,1.84,FLNS,601
20,zfp,1.60,FLNS,602
18,zfp,1.84,FLNS,603
20,zfp,1.60,FLNS,604
18,zfp,1.84,FLNS,605
18,zfp,1.84,FLNS,606
20,zfp,1.60,FLNS,607
18,zfp,1.84,FLNS,608
20,zfp,1.60,FLNS,609
18,zfp,1.84,FLNS,610
18,zfp,1.84,FLNS,611
20,zfp,1.60,FLNS,612
18,zfp,1.84,FLNS,613
18,zfp,1.84,FLNS,614
20,zfp,1.60,FLNS,615
18,zfp,1.84,FLNS,616
20,zfp,1.60,FLNS,617
18,zfp,1.84,FLNS,618
22,zfp,1.42,FLNS,619
22,zfp,1.42,FLNS,620
18,zfp,1.84,FLNS,621
20,zfp,1.60,FLNS,622
20,zfp,1.60,FLNS,623
18,zfp,1.84,FLNS,624
20,zfp,1.60,FLNS,625
18,zfp,1.84,FLNS,626
18,zfp,1.84,FLNS,627
20,zfp,1.60,FLNS,628
18,zfp,1.84,FLNS,629
20,zfp,1.60,FLNS,630
18,zfp,1.84,FLNS,631
20,zfp,1.60,FLNS,632
18,zfp,1.84,FLNS,633
18,zfp,1.84,FLNS,634
20,zfp,1.60,FLNS,635
18,zfp,1.84,FLNS,636
18,zfp,1.84,FLNS,637
20,zfp,1.60,FLNS,638
18,zfp,1.84,FLNS,639
18,zfp,1.84,FLNS,640
18,zfp,1.84,FLNS,641
20,zfp,1.60,FLNS,642
18,zfp,1.84,FLNS,643
20,zfp,1.60,FLNS,644
20,zfp,1.60,FLNS,645
22,zfp,1.42,FLNS,646
18,zfp,1.84,FLNS,647
20,zfp,1.60,FLNS,648
20,zfp,1.60,FLNS,649
22,zfp,1.42,FLNS,650
20,zfp,1.60,FLNS,651
18,zfp,1.84,FLNS,652
20,zfp,1.60,FLNS,653
22,zfp,1.42,FLNS,654
20,zfp,1.60,FLNS,655
18,zfp,1.84,FLNS,656
18,zfp,1.84,FLNS,657
18,zfp,1.84,FLNS,658
20,zfp,1.60,FLNS,659
20,zfp,1.60,FLNS,660
18,zfp,1.84,FLNS,661
20,zfp,1.60,FLNS,662
20,zfp,1.60,FLNS,663
22,zfp,1.42,FLNS,664
20,zfp,1.60,FLNS,665
18,zfp,1.84,FLNS,666
18,zfp,1.84,FLNS,667
22,zfp,1.42,FLNS,668
18,zfp,1.84,FLNS,669
18,zfp,1.84,FLNS,670
18,zfp,1.84,FLNS,671
22,zfp,1.42,FLNS,672
18,zfp,1.84,FLNS,673
18,zfp,1.84,FLNS,674
18,zfp,1.84,FLNS,675
18,zfp,1.84,FLNS,676
20,zfp,1.60,FLNS,677
20,zfp,1.60,FLNS,678
18,zfp,1.84,FLNS,679
18,zfp,1.84,FLNS,680
22,zfp,1.42,FLNS,681
20,zfp,1.60,FLNS,682
22,zfp,1.42,FLNS,683
18,zfp,1.84,FLNS,684
20,zfp,1.60,FLNS,685
18,zfp,1.84,FLNS,686
20,zfp,1.60,FLNS,687
20,zfp,1.60,FLNS,688
20,zfp,1.60,FLNS,689
18,zfp,1.84,FLNS,690
22,zfp,1.42,FLNS,691
18,zfp,1.84,FLNS,692
18,zfp,1.84,FLNS,693
20,zfp,1.60,FLNS,694
18,zfp,1.84,FLNS,695
18,zfp,1.84,FLNS,696
20,zfp,1.60,FLNS,697
18,zfp,1.84,FLNS,698
20,zfp,1.60,FLNS,699
18,zfp,1.84,FLNS,700
20,zfp,1.60,FLNS,701
20,zfp,1.60,FLNS,702
18,zfp,1.84,FLNS,703
20,zfp,1.60,FLNS,704
18,zfp,1.84,FLNS,705
22,zfp,1.42,FLNS,706
20,zfp,1.60,FLNS,707
20,zfp,1.60,FLNS,708
18,zfp,1.84,FLNS,709
20,zfp,1.60,FLNS,710
18,zfp,1.84,FLNS,711
18,zfp,1.84,FLNS,712
22,zfp,1.42,FLNS,713
20,zfp,1.60,FLNS,714
22,zfp,1.42,FLNS,715
18,zfp,1.84,FLNS,716
22,zfp,1.42,FLNS,717
20,zfp,1.60,FLNS,718
18,zfp,1.84,FLNS,719
20,zfp,1.60,FLNS,720
18,zfp,1.84,FLNS,721
20,zfp,1.60,FLNS,722
18,zfp,1.84,FLNS,723
18,zfp,1.84,FLNS,724
18,zfp,1.84,FLNS,725
22,zfp,1.42,FLNS,726
18,zfp,1.84,FLNS,727
18,zfp,1.84,FLNS,728
18,zfp,1.84,FLNS,729
18,zfp,1.95,FLNSC,0
18,zfp,1.95,FLNSC,1
18,zfp,1.95,FLNSC,2
18,zfp,1.95,FLNSC,3
18,zfp,1.95,FLNSC,4
18,zfp,1.95,FLNSC,5
18,zfp,1.95,FLNSC,6
18,zfp,1.95,FLNSC,7
18,zfp,1.95,FLNSC,8
18,zfp,1.95,FLNSC,9
18,zfp,1.95,FLNSC,10
18,zfp,1.95,FLNSC,11
18,zfp,1.95,FLNSC,12
18,zfp,1.95,FLNSC,13
18,zfp,1.95,FLNSC,14
20,zfp,1.66,FLNSC,15
18,zfp,1.95,FLNSC,16
18,zfp,1.95,FLNSC,17
18,zfp,1.95,FLNSC,18
18,zfp,1.95,FLNSC,19
18,zfp,1.95,FLNSC,20
18,zfp,1.95,FLNSC,21
18,zfp,1.95,FLNSC,22
18,zfp,1.95,FLNSC,23
18,zfp,1.95,FLNSC,24
18,zfp,1.95,FLNSC,25
18,zfp,1.95,FLNSC,26
18,zfp,1.95,FLNSC,27
18,zfp,1.95,FLNSC,28
18,zfp,1.95,FLNSC,29
18,zfp,1.95,FLNSC,30
18,zfp,1.95,FLNSC,31
18,zfp,1.95,FLNSC,32
18,zfp,1.95,FLNSC,33
18,zfp,1.95,FLNSC,34
18,zfp,1.95,FLNSC,35
18,zfp,1.95,FLNSC,36
18,zfp,1.95,FLNSC,37
18,zfp,1.95,FLNSC,38
18,zfp,1.95,FLNSC,39
18,zfp,1.95,FLNSC,40
18,zfp,1.95,FLNSC,41
18,zfp,1.95,FLNSC,42
18,zfp,1.95,FLNSC,43
18,zfp,1.95,FLNSC,44
18,zfp,1.95,FLNSC,45
18,zfp,1.95,FLNSC,46
18,zfp,1.95,FLNSC,47
18,zfp,1.95,FLNSC,48
18,zfp,1.95,FLNSC,49
18,zfp,1.95,FLNSC,50
18,zfp,1.95,FLNSC,51
18,zfp,1.95,FLNSC,52
18,zfp,1.95,FLNSC,53
18,zfp,1.95,FLNSC,54
18,zfp,1.95,FLNSC,55
18,zfp,1.95,FLNSC,56
18,zfp,1.95,FLNSC,57
18,zfp,1.95,FLNSC,58
18,zfp,1.95,FLNSC,59
18,zfp,1.95,FLNSC,60
18,zfp,1.95,FLNSC,61
18,zfp,1.95,FLNSC,62
18,zfp,1.95,FLNSC,63
18,zfp,1.95,FLNSC,64
18,zfp,1.95,FLNSC,65
18,zfp,1.95,FLNSC,66
18,zfp,1.95,FLNSC,67
18,zfp,1.95,FLNSC,68
18,zfp,1.95,FLNSC,69
18,zfp,1.95,FLNSC,70
18,zfp,1.95,FLNSC,71
18,zfp,1.95,FLNSC,72
18,zfp,1.95,FLNSC,73
18,zfp,1.95,FLNSC,74
18,zfp,1.95,FLNSC,75
18,zfp,1.95,FLNSC,76
18,zfp,1.95,FLNSC,77
18,zfp,1.95,FLNSC,78
18,zfp,1.95,FLNSC,79
18,zfp,1.95,FLNSC,80
18,zfp,1.95,FLNSC,81
18,zfp,1.95,FLNSC,82
20,zfp,1.66,FLNSC,83
18,zfp,1.95,FLNSC,84
18,zfp,1.95,FLNSC,85
18,zfp,1.95,FLNSC,86
